id,name,position,team_id,market_value,market_variation,date
47085,Luis Milla,3.0,546,120020035.0,2597281.0,2026-02-09
1323,Dani Olmo,3.0,529,80733523.0,2349907.0,2026-02-09
340626,Fermín,3.0,529,149106845.0,2312782.0,2026-02-09
291964,Arda Guler,3.0,541,113911412.0,1936095.0,2026-02-09
47323,Oyarzabal,4.0,548,90771040.0,1411430.0,2026-02-09
925,Guedes,4.0,548,42367751.0,1395087.0,2026-02-09
619,Eric García,2.0,529,90580915.0,1167747.0,2026-02-09
181421,Ez Abde,4.0,543,56322870.0,1059291.0,2026-02-09
182519,Moleiro,3.0,533,134140534.0,943341.0,2026-02-09
1707,Gerard,4.0,533,50803128.0,912554.0,2026-02-09
46746,Budimir,4.0,727,28150394.0,736250.0,2026-02-09
756,Valverde,3.0,541,124095685.0,716433.0,2026-02-09
1697,Fornals,3.0,543,131648615.0,709968.0,2026-02-09
2207,Camavinga,3.0,541,33133186.0,690300.0,2026-02-09
161928,Álex Balde,2.0,529,47776184.0,656046.0,2026-02-09
909,Rashford,4.0,529,44004696.0,653231.0,2026-02-09
931,Ferran Torres,4.0,529,98121559.0,633857.0,2026-02-09
1271,Tchouaméni,3.0,541,62947301.0,533537.0,2026-02-09
46799,Edu Expósito,3.0,540,78436380.0,507115.0,2026-02-09
1257,Koundé,2.0,529,41431816.0,485769.0,2026-02-09
2278,Marcos Alonso,2.0,538,45597214.0,460338.0,2026-02-09
50048,Muriqi,4.0,798,50803647.0,456239.0,2026-02-09
47533,Catena,2.0,727,36552190.0,433148.0,2026-02-09
341640,Raúl Asencio,2.0,541,21367610.0,404219.0,2026-02-09
128582,De Frutos,4.0,728,41705639.0,397169.0,2026-02-09
521,Lewandowski,4.0,529,52624403.0,375242.0,2026-02-09
30399,D. Hancko,2.0,530,39915318.0,363698.0,2026-02-09
161963,Germán Valera,4.0,797,54682987.0,334059.0,2026-02-09
338751,Víctor Muñoz,4.0,727,12452346.0,267408.0,2026-02-09
47348,Borja Iglesias,4.0,538,21646887.0,230662.0,2026-02-09
414359,Vitor Reis,2.0,547,7404641.0,212591.0,2026-02-09
29,Oblak,1.0,530,24013498.0,199522.0,2026-02-09
3246,N. Pépé,4.0,533,26187214.0,189215.0,2026-02-09
361497,Huijsen,2.0,541,62633743.0,159519.0,2026-02-09
182718,Joan García,1.0,529,66296643.0,144609.0,2026-02-09
930,Carlos Soler,3.0,548,11607750.0,137136.0,2026-02-09
46933,Rioja,3.0,532,9632939.0,135123.0,2026-02-09
1703,Ratiu,2.0,728,31982543.0,134138.0,2026-02-09
