id,name,position,team_id,market_value,market_variation,date
756,Valverde,3.0,541,79211165.0,2199209.0,2026-01-09
10009,Rodrygo,4.0,541,35284225.0,1873437.0,2026-01-09
284300,Carreras,2.0,541,77419817.0,1816320.0,2026-01-09
1323,Dani Olmo,3.0,529,34715435.0,1551219.0,2026-01-09
47582,Cucho,4.0,543,107565080.0,1065758.0,2026-01-09
46799,Edu Expósito,3.0,540,72903700.0,1001369.0,2026-01-09
182219,Álex Baena,3.0,530,60983776.0,982649.0,2026-01-09
133609,Pedri,3.0,529,165861771.0,925724.0,2026-01-09
2207,Camavinga,3.0,541,20376921.0,889036.0,2026-01-09
1271,Tchouaméni,3.0,541,57816515.0,866150.0,2026-01-09
161928,Álex Balde,2.0,529,45979889.0,848060.0,2026-01-09
32862,Take Kubo,3.0,548,25373690.0,752219.0,2026-01-09
1257,Koundé,2.0,529,36964431.0,703930.0,2026-01-09
182519,Moleiro,3.0,533,108500429.0,669842.0,2026-01-09
730,Courtois,1.0,541,48673381.0,667544.0,2026-01-09
47348,Borja Iglesias,4.0,538,17467179.0,661531.0,2026-01-09
372,Militão,2.0,541,35512082.0,646048.0,2026-01-09
2285,Rudiger,2.0,541,22095547.0,623042.0,2026-01-09
128582,De Frutos,4.0,728,27194593.0,607125.0,2026-01-09
47085,Luis Milla,3.0,546,119689003.0,591029.0,2026-01-09
18895,Lejeune,2.0,728,39545501.0,555605.0,2026-01-09
181701,Gerard Martín,2.0,529,19720736.0,553014.0,2026-01-09
182718,Joan García,1.0,529,65326890.0,552472.0,2026-01-09
161963,Germán Valera,4.0,797,40524624.0,512421.0,2026-01-09
184420,Carlos Romero,2.0,540,41675301.0,492477.0,2026-01-09
925,Guedes,4.0,548,19974887.0,451497.0,2026-01-09
283,Trent,2.0,541,12126846.0,438369.0,2026-01-09
1703,Ratiu,2.0,728,46474312.0,423510.0,2026-01-09
396623,Pau Cubarsí,2.0,529,39149380.0,422551.0,2026-01-09
3246,N. Pépé,4.0,533,26705768.0,417713.0,2026-01-09
50048,Muriqi,4.0,798,30425194.0,400030.0,2026-01-09
47249,L. Cabrera,2.0,540,20175211.0,380151.0,2026-01-09
619,Eric García,2.0,529,66182431.0,373076.0,2026-01-09
180496,G. Mikautadze,4.0,533,13211421.0,340933.0,2026-01-09
2278,Marcos Alonso,2.0,538,22665166.0,287148.0,2026-01-09
47258,Arambarri,3.0,546,20240133.0,280195.0,2026-01-09
46658,Rubén García,3.0,727,8522593.0,260312.0,2026-01-09
47323,Oyarzabal,4.0,548,65923631.0,239428.0,2026-01-09
47398,Pere Milla,4.0,540,22014628.0,207679.0,2026-01-09
336711,Gonzalo,4.0,541,1694696.0,186840.0,2026-01-09
295793,Marc Pubill,2.0,530,5107781.0,177371.0,2026-01-09
341640,Raúl Asencio,2.0,541,7584412.0,169602.0,2026-01-09
2182,Tsygankov,4.0,547,5467179.0,162185.0,2026-01-09
312990,Roberto Fernández,4.0,540,11173432.0,156639.0,2026-01-09
50,Koke,3.0,530,22313838.0,142610.0,2026-01-09
538,De Jong,3.0,529,51871420.0,135189.0,2026-01-09
182661,Álvaro Núñez,2.0,797,24151945.0,127980.0,2026-01-09
30765,I. Radu,1.0,538,11391436.0,118912.0,2026-01-09
931,Ferran Torres,4.0,529,110123610.0,116707.0,2026-01-09
182770,Carlos Álvarez,3.0,539,6540481.0,116328.0,2026-01-09
46711,Aleix Febas,3.0,797,11988133.0,109586.0,2026-01-09
733,Carvajal,2.0,541,3618944.0,100647.0,2026-01-09
47349,Javi Puado,3.0,540,5479199.0,98645.0,2026-01-09
6503,Nahuel,2.0,530,1315236.0,95409.0,2026-01-09
131546,Isi,4.0,728,9112228.0,83310.0,2026-01-09
271580,Martim Neto,3.0,797,2123678.0,82419.0,2026-01-09
273732,T. Dolan,4.0,540,4596687.0,76746.0,2026-01-09
343202,Á. Rodríguez,4.0,797,2967826.0,73860.0,2026-01-09
47119,Aitor Ruibal,2.0,543,1095009.0,70845.0,2026-01-09
286639,Bryan Zaragoza,4.0,538,3718481.0,70267.0,2026-01-09
47285,Unai López,3.0,728,5404586.0,62283.0,2026-01-09
47478,Fernando Calero,2.0,540,2615119.0,59400.0,2026-01-09
47566,Javi Galán,2.0,727,933075.0,57549.0,2026-01-09
47988,Starfelt,2.0,538,2718730.0,57197.0,2026-01-09
47541,Comesaña,3.0,533,36103749.0,54743.0,2026-01-09
311773,Mouriño,2.0,533,9871405.0,53852.0,2026-01-09
8492,Sørloth,4.0,530,6052885.0,46053.0,2026-01-09
1702,Pedraza,2.0,533,1424183.0,43396.0,2026-01-09
414359,Vitor Reis,2.0,547,2457229.0,41958.0,2026-01-09
46662,Moncayola,3.0,727,5982654.0,35565.0,2026-01-09
47463,Pepelu,3.0,532,2569611.0,33762.0,2026-01-09
47341,Marc Roca,3.0,543,1271292.0,24855.0,2026-01-09
2813,Dmitrovic,1.0,540,14051640.0,24816.0,2026-01-09
47314,Zubeldia,2.0,548,3452679.0,23211.0,2026-01-09
333502,Miguel Román,3.0,538,676622.0,21771.0,2026-01-09
161670,V. Vanat,4.0,547,2327265.0,14236.0,2026-01-09
183699,Urko,2.0,540,643373.0,10007.0,2026-01-09
930,Carlos Soler,3.0,548,9830882.0,9934.0,2026-01-09
1825,Torró,3.0,727,836755.0,8548.0,2026-01-09
182592,Herrando,2.0,727,590491.0,7923.0,2026-01-09
126,Iñaki Peña,1.0,797,2355415.0,6241.0,2026-01-09
46990,Valles,1.0,543,3295504.0,5588.0,2026-01-09
928,Parejo,3.0,533,822122.0,5334.0,2026-01-09
67939,Aimar Oroz,3.0,727,5541338.0,4287.0,2026-01-09
269163,Swedberg,3.0,538,1391731.0,3733.0,2026-01-09
2741,M. Ryan,1.0,539,1750784.0,3402.0,2026-01-09
157988,Carreira,2.0,538,1448685.0,2880.0,2026-01-09
300885,Nelson Deossa,3.0,543,717583.0,2652.0,2026-01-09
47440,Brais Méndez,3.0,548,26514751.0,2323.0,2026-01-09
734,Dela,2.0,539,578234.0,2275.0,2026-01-09
600938,Pablo Agudin,3.0,718,554033.0,2008.0,2026-01-09
286601,O. El Hilali,2.0,540,2650646.0,1834.0,2026-01-09
1631,R. Rodríguez,2.0,543,1664899.0,1762.0,2026-01-09
162712,Mingueza,2.0,538,5025101.0,1667.0,2026-01-09
421044,Íñigo Arguibide,2.0,727,567476.0,1448.0,2026-01-09
405073,Jon Martín,2.0,548,603873.0,1382.0,2026-01-09
568156,Selton Sánchez,3.0,531,571295.0,1288.0,2026-01-09
543466,Ibon Sánchez,3.0,531,572591.0,1234.0,2026-01-09
337843,Fraga,1.0,548,573557.0,1194.0,2026-01-09
381197,Asier Osambela,3.0,727,573633.0,1191.0,2026-01-09
162585,Pol Tristán,1.0,540,573699.0,1188.0,2026-01-09
47291,Guruzeta,4.0,531,1474535.0,1185.0,2026-01-09
297742,Antoniu Roca,4.0,540,573980.0,1177.0,2026-01-09
309364,Coba,3.0,546,574230.0,1166.0,2026-01-09
47407,A. Nyom,2.0,546,574287.0,1164.0,2026-01-09
439633,Samu Becerra,4.0,728,574307.0,1163.0,2026-01-09
21584,Ristić,2.0,538,574443.0,1157.0,2026-01-09
432476,Krapyvtsov,1.0,547,574625.0,1150.0,2026-01-09
383647,Kochen,1.0,529,574620.0,1150.0,2026-01-09
353803,Mawuli Mensah,3.0,543,574605.0,1150.0,2026-01-09
445973,Toni Fernández,4.0,529,574617.0,1150.0,2026-01-09
411702,Pau Cabanes,4.0,533,574610.0,1150.0,2026-01-09
308346,Alberto Flores,1.0,536,574706.0,1146.0,2026-01-09
284415,Yago,4.0,797,574767.0,1144.0,2026-01-09
189832,Marrero,1.0,548,574823.0,1141.0,2026-01-09
306727,Jhon Solís,3.0,547,574823.0,1141.0,2026-01-09
329722,Yoel Lago,2.0,538,574847.0,1140.0,2026-01-09
46987,Raúl Fernández,1.0,542,574894.0,1138.0,2026-01-09
104832,Diego Pampín,2.0,539,574915.0,1138.0,2026-01-09
19613,Ovie Ejaria,3.0,718,574915.0,1138.0,2026-01-09
315604,Alejandro Iturbe,1.0,797,574940.0,1136.0,2026-01-09
156488,Cárdenas,1.0,728,574982.0,1135.0,2026-01-09
184194,Álex Forés,4.0,718,574966.0,1135.0,2026-01-09
913,Cristian Rivero,1.0,532,575007.0,1134.0,2026-01-09
491250,Jofre Torrents,2.0,529,575008.0,1134.0,2026-01-09
509470,Thiago Pitarch,3.0,541,575064.0,1131.0,2026-01-09
402580,Marco Esteban,2.0,718,575216.0,1125.0,2026-01-09
8746,Bambo Diaby,2.0,797,575233.0,1124.0,2026-01-09
66491,Letacek,1.0,546,575391.0,1118.0,2026-01-09
293604,Javi Llabrés,4.0,798,575401.0,1117.0,2026-01-09
336998,Adama,2.0,531,575503.0,1113.0,2026-01-09
439293,Adam Boayar,4.0,797,575503.0,1113.0,2026-01-09
385405,Omar Falah,2.0,718,575520.0,1112.0,2026-01-09
331607,Manu Bueno,3.0,536,575520.0,1112.0,2026-01-09
335697,David López,2.0,798,575546.0,1111.0,2026-01-09
47399,Cuéllar,1.0,798,575718.0,1104.0,2026-01-09
182730,Marc Vidal,1.0,538,575747.0,1103.0,2026-01-09
107140,Oier Luengo,2.0,718,575732.0,1103.0,2026-01-09
450497,Carlos Espí,4.0,539,575823.0,1100.0,2026-01-09
2465,Musso,1.0,530,575896.0,1097.0,2026-01-09
361384,Yusi,2.0,542,576078.0,1089.0,2026-01-09
920,Lato,2.0,798,576129.0,1087.0,2026-01-09
324750,Carlos Martín,3.0,728,576138.0,1087.0,2026-01-09
182735,Ángel Fortuño,1.0,540,576187.0,1085.0,2026-01-09
18812,Adrián,1.0,543,576252.0,1082.0,2026-01-09
70476,M. Diarra,2.0,542,576406.0,1075.0,2026-01-09
332309,Alejandro Rego,3.0,531,576434.0,1074.0,2026-01-09
189866,Jonh Donald,2.0,797,576463.0,1073.0,2026-01-09
15900,Mumin,2.0,728,576458.0,1073.0,2026-01-09
288800,Benito,4.0,727,576596.0,1068.0,2026-01-09
314006,Jozhua Vertrouwd,2.0,728,576599.0,1067.0,2026-01-09
