id,name,position,team_id,market_value,market_variation,date
133609,Pedri,3.0,529,180015286.0,3104125.0,2026-03-11
2278,Marcos Alonso,2.0,538,63756469.0,2116060.0,2026-03-11
47085,Luis Milla,3.0,546,133072125.0,1718271.0,2026-03-11
619,Eric García,2.0,529,113525358.0,1496453.0,2026-03-11
1271,Tchouaméni,3.0,541,79408397.0,1388433.0,2026-03-11
47258,Arambarri,3.0,546,42185164.0,1024194.0,2026-03-11
20696,Pape Gueye,3.0,533,23950903.0,1015087.0,2026-03-11
50048,Muriqi,4.0,798,54808283.0,935712.0,2026-03-11
291964,Arda Guler,3.0,541,132341218.0,896349.0,2026-03-11
47323,Oyarzabal,4.0,548,97354063.0,894717.0,2026-03-11
756,Valverde,3.0,541,146007715.0,801442.0,2026-03-11
855,João Cancelo,2.0,529,26286930.0,734577.0,2026-03-11
396623,Pau Cubarsí,2.0,529,53762306.0,715468.0,2026-03-11
1703,Ratiu,2.0,728,57491646.0,697117.0,2026-03-11
18895,Lejeune,2.0,728,51496232.0,692496.0,2026-03-11
47541,Comesaña,3.0,533,22484458.0,682762.0,2026-03-11
3246,N. Pépé,4.0,533,40856716.0,636231.0,2026-03-11
336594,Barrios,3.0,530,39917442.0,595539.0,2026-03-11
930,Carlos Soler,3.0,548,16466679.0,586911.0,2026-03-11
762,Vinicius Jr.,4.0,541,172467718.0,575227.0,2026-03-11
181701,Gerard Martín,2.0,529,14846306.0,528611.0,2026-03-11
46746,Budimir,4.0,727,41855901.0,480855.0,2026-03-11
128582,De Frutos,4.0,728,41148639.0,432124.0,2026-03-11
925,Guedes,4.0,548,66017659.0,415056.0,2026-03-11
2285,Rudiger,2.0,541,20510269.0,395657.0,2026-03-11
8492,Sørloth,4.0,530,15910122.0,377793.0,2026-03-11
184420,Carlos Romero,2.0,540,41327766.0,358824.0,2026-03-11
1323,Dani Olmo,3.0,529,95096945.0,346764.0,2026-03-11
47348,Borja Iglesias,4.0,538,24590881.0,343691.0,2026-03-11
47582,Cucho,4.0,543,79848638.0,272740.0,2026-03-11
341640,Raúl Asencio,2.0,541,23927742.0,266613.0,2026-03-11
51016,T. Buchanan,3.0,533,11850522.0,266074.0,2026-03-11
338751,Víctor Muñoz,4.0,727,18541256.0,242965.0,2026-03-11
311773,Mouriño,2.0,533,7655516.0,215172.0,2026-03-11
182718,Joan García,1.0,529,68869095.0,211629.0,2026-03-11
181421,Ez Abde,4.0,543,100928463.0,202076.0,2026-03-11
129678,A. Ounahi,3.0,547,8645885.0,174291.0,2026-03-11
23,Sergio Gómez,2.0,548,11009130.0,162907.0,2026-03-11
622,Laporte,2.0,531,11179561.0,160354.0,2026-03-11
47273,Yuri,2.0,531,15210605.0,153854.0,2026-03-11
433396,Marc Bernal,3.0,529,2607118.0,146838.0,2026-03-11
30510,Berenguer,4.0,531,12160828.0,124072.0,2026-03-11
47278,Vivian,2.0,531,8417790.0,116988.0,2026-03-11
162012,Ruggeri,2.0,530,4089811.0,114187.0,2026-03-11
