id,name,position,team_id,market_value,market_variation,date
133609,Pedri,3.0,529,157141765.0,1638479.0,2026-01-03
753,Llorente,3.0,530,69664543.0,1552524.0,2026-01-03
10009,Rodrygo,4.0,541,24665808.0,1328046.0,2026-01-03
47323,Oyarzabal,4.0,548,61421410.0,1242761.0,2026-01-03
284300,Carreras,2.0,541,67646432.0,1117534.0,2026-01-03
182219,Álex Baena,3.0,530,54091567.0,1056106.0,2026-01-03
1703,Ratiu,2.0,728,43146572.0,863228.0,2026-01-03
161963,Germán Valera,4.0,797,37656874.0,845678.0,2026-01-03
1707,Gerard,4.0,533,39326481.0,768960.0,2026-01-03
756,Valverde,3.0,541,67983856.0,644986.0,2026-01-03
181701,Gerard Martín,2.0,529,16152702.0,492606.0,2026-01-03
2285,Rudiger,2.0,541,18590034.0,486462.0,2026-01-03
1271,Tchouaméni,3.0,541,53383817.0,483703.0,2026-01-03
1323,Dani Olmo,3.0,529,26380161.0,467721.0,2026-01-03
619,Eric García,2.0,529,61525622.0,461062.0,2026-01-03
538,De Jong,3.0,529,49281324.0,447670.0,2026-01-03
47541,Comesaña,3.0,533,36037031.0,444499.0,2026-01-03
2207,Camavinga,3.0,541,16000492.0,418153.0,2026-01-03
2278,Marcos Alonso,2.0,538,21182235.0,403691.0,2026-01-03
50,Koke,3.0,530,21198502.0,374862.0,2026-01-03
30510,Berenguer,4.0,531,27383033.0,364330.0,2026-01-03
1257,Koundé,2.0,529,32760102.0,338200.0,2026-01-03
161928,Álex Balde,2.0,529,41102153.0,319680.0,2026-01-03
931,Ferran Torres,4.0,529,111390486.0,306983.0,2026-01-03
184420,Carlos Romero,2.0,540,37833318.0,293795.0,2026-01-03
46746,Budimir,4.0,727,18080556.0,274407.0,2026-01-03
32862,Take Kubo,3.0,548,21923222.0,261910.0,2026-01-03
361497,Huijsen,2.0,541,59511319.0,257215.0,2026-01-03
50048,Muriqi,4.0,798,28610773.0,253129.0,2026-01-03
18895,Lejeune,2.0,728,35501266.0,241370.0,2026-01-03
182519,Moleiro,3.0,533,102615582.0,207672.0,2026-01-03
47249,L. Cabrera,2.0,540,18221433.0,201255.0,2026-01-03
295793,Marc Pubill,2.0,530,4115490.0,191804.0,2026-01-03
336594,Barrios,3.0,530,69831992.0,190709.0,2026-01-03
396623,Pau Cubarsí,2.0,529,36151318.0,188893.0,2026-01-03
56,Griezmann,4.0,530,26304875.0,181598.0,2026-01-03
47533,Catena,2.0,727,60293692.0,180764.0,2026-01-03
1561,Bartra,2.0,543,35831453.0,164210.0,2026-01-03
182661,Álvaro Núñez,2.0,797,23543475.0,146686.0,2026-01-03
925,Guedes,4.0,548,18019139.0,145704.0,2026-01-03
47398,Pere Milla,4.0,540,20869940.0,125522.0,2026-01-03
30765,I. Radu,1.0,538,10615823.0,115621.0,2026-01-03
47582,Cucho,4.0,543,102613247.0,110556.0,2026-01-03
46733,Raíllo,2.0,798,7280717.0,107548.0,2026-01-03
730,Courtois,1.0,541,45288741.0,104983.0,2026-01-03
47988,Starfelt,2.0,538,2444877.0,94903.0,2026-01-03
179955,Javi Rueda,2.0,538,3924662.0,93796.0,2026-01-03
67939,Aimar Oroz,3.0,727,5566850.0,86120.0,2026-01-03
18906,Ayoze Pérez,4.0,533,26292986.0,85399.0,2026-01-03
47349,Javi Puado,3.0,540,5012158.0,79248.0,2026-01-03
47336,Darder,3.0,798,11238490.0,78374.0,2026-01-03
273732,T. Dolan,4.0,540,4244587.0,73358.0,2026-01-03
181734,Chavarría,2.0,728,18395640.0,72341.0,2026-01-03
47294,Iñaki Williams,4.0,531,10135062.0,70380.0,2026-01-03
343202,Á. Rodríguez,4.0,797,2655577.0,64050.0,2026-01-03
47264,Hugo Duro,4.0,532,5508169.0,62132.0,2026-01-03
336711,Gonzalo,4.0,541,857161.0,61839.0,2026-01-03
46658,Rubén García,3.0,727,7234454.0,61014.0,2026-01-03
910,A. Sánchez,4.0,536,2427214.0,56206.0,2026-01-03
47478,Fernando Calero,2.0,540,2314714.0,56134.0,2026-01-03
269163,Swedberg,3.0,538,1478939.0,53035.0,2026-01-03
2182,Tsygankov,4.0,547,5006214.0,48107.0,2026-01-03
491248,Jan Virgili,4.0,798,10619730.0,47578.0,2026-01-03
762,Vinicius Jr.,4.0,541,120034284.0,44632.0,2026-01-03
46662,Moncayola,3.0,727,5897033.0,37524.0,2026-01-03
286639,Bryan Zaragoza,4.0,538,3450075.0,33020.0,2026-01-03
21087,B. Mendy,3.0,536,1156700.0,31085.0,2026-01-03
162012,Ruggeri,2.0,530,3542602.0,29356.0,2026-01-03
47341,Marc Roca,3.0,543,1176239.0,29272.0,2026-01-03
129678,A. Ounahi,3.0,547,8624766.0,27132.0,2026-01-03
190485,Samú Costa,3.0,798,2040741.0,24637.0,2026-01-03
21701,Rosier,2.0,727,3897085.0,24556.0,2026-01-03
271580,Martim Neto,3.0,797,1743319.0,24527.0,2026-01-03
8492,Sørloth,4.0,530,6011030.0,23746.0,2026-01-03
47119,Aitor Ruibal,2.0,543,865979.0,22367.0,2026-01-03
131546,Isi,4.0,728,8995262.0,18738.0,2026-01-03
312990,Roberto Fernández,4.0,540,10426719.0,18649.0,2026-01-03
300885,Nelson Deossa,3.0,543,706760.0,17341.0,2026-01-03
21004,Agoumé,3.0,536,2902070.0,17261.0,2026-01-03
47543,Álvaro García,3.0,728,19202823.0,15011.0,2026-01-03
47566,Javi Galán,2.0,727,651125.0,14929.0,2026-01-03
6503,Nahuel,2.0,530,1065199.0,14723.0,2026-01-03
126,Iñaki Peña,1.0,797,2355333.0,12465.0,2026-01-03
46799,Edu Expósito,3.0,540,66097757.0,11282.0,2026-01-03
157988,Carreira,2.0,538,1479459.0,10674.0,2026-01-03
47285,Unai López,3.0,728,5141039.0,10669.0,2026-01-03
333502,Miguel Román,3.0,538,583132.0,10442.0,2026-01-03
47109,Ó. Valentín,3.0,728,978634.0,10147.0,2026-01-03
46711,Aleix Febas,3.0,797,11569030.0,10086.0,2026-01-03
928,Parejo,3.0,533,821770.0,8559.0,2026-01-03
41157,Almeida,3.0,532,961587.0,7374.0,2026-01-03
47429,David Costas,2.0,718,694426.0,6437.0,2026-01-03
341453,Oso,2.0,536,576621.0,6202.0,2026-01-03
162686,Blanco,3.0,542,3146086.0,5628.0,2026-01-03
414,Mascarell,3.0,798,651783.0,5096.0,2026-01-03
195100,Natan,2.0,543,51330346.0,4544.0,2026-01-03
600938,Pablo Agudin,3.0,718,533597.0,4418.0,2026-01-03
338751,Víctor Muñoz,4.0,727,8193758.0,4061.0,2026-01-03
421044,Íñigo Arguibide,2.0,727,550772.0,3703.0,2026-01-03
568156,Selton Sánchez,3.0,531,555651.0,3500.0,2026-01-03
543466,Ibon Sánchez,3.0,531,557308.0,3430.0,2026-01-03
337843,Fraga,1.0,548,558539.0,3380.0,2026-01-03
381197,Asier Osambela,3.0,727,558638.0,3376.0,2026-01-03
162585,Pol Tristán,1.0,540,558722.0,3372.0,2026-01-03
197196,Ramón,2.0,536,558947.0,3363.0,2026-01-03
297742,Antoniu Roca,4.0,540,559081.0,3356.0,2026-01-03
309364,Coba,3.0,546,559401.0,3343.0,2026-01-03
47407,A. Nyom,2.0,546,559472.0,3340.0,2026-01-03
439633,Samu Becerra,4.0,728,559498.0,3339.0,2026-01-03
21584,Ristić,2.0,538,559671.0,3333.0,2026-01-03
353803,Mawuli Mensah,3.0,543,559880.0,3324.0,2026-01-03
432476,Krapyvtsov,1.0,547,559905.0,3323.0,2026-01-03
383647,Kochen,1.0,529,559898.0,3323.0,2026-01-03
445973,Toni Fernández,4.0,529,559893.0,3323.0,2026-01-03
411702,Pau Cabanes,4.0,533,559886.0,3323.0,2026-01-03
308346,Alberto Flores,1.0,536,560008.0,3318.0,2026-01-03
284415,Yago,4.0,797,560085.0,3315.0,2026-01-03
189832,Marrero,1.0,548,560158.0,3312.0,2026-01-03
306727,Jhon Solís,3.0,547,560158.0,3312.0,2026-01-03
329722,Yoel Lago,2.0,538,560188.0,3310.0,2026-01-03
46987,Raúl Fernández,1.0,542,560247.0,3309.0,2026-01-03
104832,Diego Pampín,2.0,539,560273.0,3307.0,2026-01-03
19613,Ovie Ejaria,3.0,718,560273.0,3307.0,2026-01-03
315604,Alejandro Iturbe,1.0,797,560309.0,3306.0,2026-01-03
156488,Cárdenas,1.0,728,560360.0,3304.0,2026-01-03
913,Cristian Rivero,1.0,532,560392.0,3301.0,2026-01-03
491250,Jofre Torrents,2.0,529,560393.0,3301.0,2026-01-03
509470,Thiago Pitarch,3.0,541,560466.0,3299.0,2026-01-03
402580,Marco Esteban,2.0,718,560658.0,3291.0,2026-01-03
8746,Bambo Diaby,2.0,797,560681.0,3290.0,2026-01-03
66491,Letacek,1.0,546,560883.0,3282.0,2026-01-03
293604,Javi Llabrés,4.0,798,560896.0,3280.0,2026-01-03
336998,Adama,2.0,531,561026.0,3276.0,2026-01-03
439293,Adam Boayar,4.0,797,561026.0,3276.0,2026-01-03
385405,Omar Falah,2.0,718,561048.0,3275.0,2026-01-03
331607,Manu Bueno,3.0,536,561048.0,3275.0,2026-01-03
335697,David López,2.0,798,561081.0,3273.0,2026-01-03
47399,Cuéllar,1.0,798,561301.0,3265.0,2026-01-03
107140,Oier Luengo,2.0,718,561320.0,3264.0,2026-01-03
182730,Marc Vidal,1.0,538,561338.0,3262.0,2026-01-03
450497,Carlos Espí,4.0,539,561435.0,3259.0,2026-01-03
2465,Musso,1.0,530,561529.0,3255.0,2026-01-03
361384,Yusi,2.0,542,561761.0,3245.0,2026-01-03
388495,Javier Hernandez,3.0,540,561803.0,3244.0,2026-01-03
920,Lato,2.0,798,561827.0,3243.0,2026-01-03
324750,Carlos Martín,3.0,530,561836.0,3242.0,2026-01-03
182735,Ángel Fortuño,1.0,540,561899.0,3240.0,2026-01-03
18812,Adrián,1.0,543,561982.0,3235.0,2026-01-03
70476,M. Diarra,2.0,542,562181.0,3228.0,2026-01-03
189866,Jonh Donald,2.0,797,562253.0,3225.0,2026-01-03
15900,Mumin,2.0,728,562246.0,3225.0,2026-01-03
332309,Alejandro Rego,3.0,531,562216.0,3225.0,2026-01-03
