id,name,position,team_id,market_value,market_variation,date
756,Valverde,3.0,541,72584149.0,2273799.0,2026-01-06
10009,Rodrygo,4.0,541,29527814.0,2034638.0,2026-01-06
284300,Carreras,2.0,541,72153571.0,1560025.0,2026-01-06
1323,Dani Olmo,3.0,529,30073542.0,1547179.0,2026-01-06
46799,Edu Expósito,3.0,540,68955300.0,1334031.0,2026-01-06
133609,Pedri,3.0,529,162231107.0,1251420.0,2026-01-06
182519,Moleiro,3.0,533,105537179.0,1158012.0,2026-01-06
182219,Álex Baena,3.0,530,57477437.0,1143009.0,2026-01-06
47085,Luis Milla,3.0,546,117113284.0,1117303.0,2026-01-06
619,Eric García,2.0,529,64102052.0,1095676.0,2026-01-06
161928,Álex Balde,2.0,529,43310218.0,1067345.0,2026-01-06
182718,Joan García,1.0,529,62970161.0,986420.0,2026-01-06
753,Llorente,3.0,530,73542015.0,925357.0,2026-01-06
1257,Koundé,2.0,529,34793938.0,808772.0,2026-01-06
47582,Cucho,4.0,543,103943901.0,787051.0,2026-01-06
2207,Camavinga,3.0,541,17732440.0,770291.0,2026-01-06
18895,Lejeune,2.0,728,37485931.0,744333.0,2026-01-06
47348,Borja Iglesias,4.0,538,15385568.0,725570.0,2026-01-06
47323,Oyarzabal,4.0,548,64768145.0,712635.0,2026-01-06
396623,Pau Cubarsí,2.0,529,37646665.0,707329.0,2026-01-06
538,De Jong,3.0,529,51122997.0,684320.0,2026-01-06
181701,Gerard Martín,2.0,529,17902336.0,670221.0,2026-01-06
32862,Take Kubo,3.0,548,23001554.0,653293.0,2026-01-06
2285,Rudiger,2.0,541,20257358.0,651909.0,2026-01-06
184420,Carlos Romero,2.0,540,39815449.0,645826.0,2026-01-06
730,Courtois,1.0,541,46695984.0,626947.0,2026-01-06
128582,De Frutos,4.0,728,25482199.0,606680.0,2026-01-06
1271,Tchouaméni,3.0,541,55350487.0,598142.0,2026-01-06
1703,Ratiu,2.0,728,45007679.0,551684.0,2026-01-06
925,Guedes,4.0,548,18629917.0,404298.0,2026-01-06
340626,Fermín,3.0,529,124591600.0,397998.0,2026-01-06
161963,Germán Valera,4.0,797,39153019.0,375310.0,2026-01-06
50048,Muriqi,4.0,798,29210990.0,375072.0,2026-01-06
47249,L. Cabrera,2.0,540,19144972.0,368279.0,2026-01-06
372,Militão,2.0,541,33812608.0,340146.0,2026-01-06
47258,Arambarri,3.0,546,19409992.0,294341.0,2026-01-06
180496,G. Mikautadze,4.0,533,12169167.0,292894.0,2026-01-06
46658,Rubén García,3.0,727,7758219.0,261941.0,2026-01-06
2278,Marcos Alonso,2.0,538,21946503.0,245884.0,2026-01-06
3246,N. Pépé,4.0,533,25774859.0,239329.0,2026-01-06
1707,Gerard,4.0,533,40722771.0,235939.0,2026-01-06
341640,Raúl Asencio,2.0,541,7100383.0,210497.0,2026-01-06
336711,Gonzalo,4.0,541,1137631.0,180942.0,2026-01-06
47398,Pere Milla,4.0,540,21417590.0,178184.0,2026-01-06
295793,Marc Pubill,2.0,530,4607031.0,171570.0,2026-01-06
312990,Roberto Fernández,4.0,540,10682668.0,168325.0,2026-01-06
30765,I. Radu,1.0,538,11065583.0,163782.0,2026-01-06
283,Trent,2.0,541,11092571.0,151418.0,2026-01-06
50,Koke,3.0,530,21918127.0,139806.0,2026-01-06
46711,Aleix Febas,3.0,797,11703318.0,114809.0,2026-01-06
