id,name,position,team_id,market_value,market_variation,date
133609,Pedri,3.0,529,159396642.0,2254877.0,2026-01-04
753,Llorente,3.0,530,71201473.0,1536930.0,2026-01-04
284300,Carreras,2.0,541,69078385.0,1431953.0,2026-01-04
47323,Oyarzabal,4.0,548,62831745.0,1410335.0,2026-01-04
10009,Rodrygo,4.0,541,25989279.0,1323471.0,2026-01-04
182219,Álex Baena,3.0,530,55267342.0,1175775.0,2026-01-04
756,Valverde,3.0,541,68992348.0,1008492.0,2026-01-04
1323,Dani Olmo,3.0,529,27178814.0,798653.0,2026-01-04
1707,Gerard,4.0,533,40011638.0,685157.0,2026-01-04
1703,Ratiu,2.0,728,43806993.0,660421.0,2026-01-04
161963,Germán Valera,4.0,797,38296509.0,639635.0,2026-01-04
1271,Tchouaméni,3.0,541,54015969.0,632152.0,2026-01-04
184420,Carlos Romero,2.0,540,38464710.0,631392.0,2026-01-04
538,De Jong,3.0,529,49842357.0,561033.0,2026-01-04
182519,Moleiro,3.0,533,103167057.0,551475.0,2026-01-04
931,Ferran Torres,4.0,529,111936924.0,546438.0,2026-01-04
18895,Lejeune,2.0,728,35997254.0,495988.0,2026-01-04
2285,Rudiger,2.0,541,19076534.0,486500.0,2026-01-04
619,Eric García,2.0,529,62012118.0,486496.0,2026-01-04
181701,Gerard Martín,2.0,529,16630512.0,477810.0,2026-01-04
47085,Luis Milla,3.0,546,114905976.0,474623.0,2026-01-04
1257,Koundé,2.0,529,33229871.0,469769.0,2026-01-04
2207,Camavinga,3.0,541,16461430.0,460938.0,2026-01-04
46799,Edu Expósito,3.0,540,66516108.0,418351.0,2026-01-04
161928,Álex Balde,2.0,529,41501224.0,399071.0,2026-01-04
47541,Comesaña,3.0,533,36421051.0,384020.0,2026-01-04
128582,De Frutos,4.0,728,24350725.0,381172.0,2026-01-04
730,Courtois,1.0,541,45622957.0,334216.0,2026-01-04
50,Koke,3.0,530,21507143.0,308641.0,2026-01-04
2278,Marcos Alonso,2.0,538,21481843.0,299608.0,2026-01-04
