id,name,position,team_id,market_value,market_variation,date
47085,Luis Milla,3.0,546,124839648.0,2255333.0,2026-02-11
340626,Fermín,3.0,529,153755239.0,2156637.0,2026-02-11
182519,Moleiro,3.0,533,137074133.0,2065738.0,2026-02-11
1323,Dani Olmo,3.0,529,84743527.0,1960536.0,2026-02-11
181421,Ez Abde,4.0,543,59505451.0,1793784.0,2026-02-11
284300,Carreras,2.0,541,90820432.0,1450328.0,2026-02-11
361497,Huijsen,2.0,541,64621281.0,1196804.0,2026-02-11
47323,Oyarzabal,4.0,548,93416188.0,1111506.0,2026-02-11
291964,Arda Guler,3.0,541,116500212.0,1094362.0,2026-02-11
925,Guedes,4.0,548,44678324.0,1093699.0,2026-02-11
762,Vinicius Jr.,4.0,541,119810762.0,974450.0,2026-02-11
619,Eric García,2.0,529,92551249.0,920126.0,2026-02-11
1271,Tchouaméni,3.0,541,64451422.0,844208.0,2026-02-11
2207,Camavinga,3.0,541,34692405.0,795503.0,2026-02-11
3246,N. Pépé,4.0,533,27119962.0,770281.0,2026-02-11
341640,Raúl Asencio,2.0,541,22707563.0,723974.0,2026-02-11
909,Rashford,4.0,529,45415417.0,682582.0,2026-02-11
46746,Budimir,4.0,727,29413511.0,650900.0,2026-02-11
161928,Álex Balde,2.0,529,49018853.0,641935.0,2026-02-11
1697,Fornals,3.0,543,132885357.0,624564.0,2026-02-11
756,Valverde,3.0,541,125523877.0,619945.0,2026-02-11
47533,Catena,2.0,727,37657253.0,601812.0,2026-02-11
183799,Nico Williams,4.0,531,60069548.0,575180.0,2026-02-11
1257,Koundé,2.0,529,42606276.0,573750.0,2026-02-11
50048,Muriqi,4.0,798,51765639.0,565247.0,2026-02-11
521,Lewandowski,4.0,529,53722290.0,550313.0,2026-02-11
2278,Marcos Alonso,2.0,538,46645820.0,496733.0,2026-02-11
47258,Arambarri,3.0,546,21646629.0,417705.0,2026-02-11
195100,Natan,2.0,543,39755908.0,411939.0,2026-02-11
180496,G. Mikautadze,4.0,533,19773751.0,347972.0,2026-02-11
396623,Pau Cubarsí,2.0,529,46627344.0,291261.0,2026-02-11
30399,D. Hancko,2.0,530,40390202.0,278169.0,2026-02-11
47348,Borja Iglesias,4.0,538,22153434.0,254623.0,2026-02-11
338751,Víctor Muñoz,4.0,727,12928829.0,229507.0,2026-02-11
47007,De Galarreta,3.0,531,6110912.0,227070.0,2026-02-11
50,Koke,3.0,530,19952951.0,208904.0,2026-02-11
47294,Iñaki Williams,4.0,531,6169737.0,161503.0,2026-02-11
182718,Joan García,1.0,529,66573772.0,136895.0,2026-02-11
46933,Rioja,3.0,532,9861156.0,132918.0,2026-02-11
414359,Vitor Reis,2.0,547,7693000.0,131345.0,2026-02-11
930,Carlos Soler,3.0,548,11815863.0,120668.0,2026-02-11
23,Sergio Gómez,2.0,548,6782933.0,112175.0,2026-02-11
46658,Rubén García,3.0,727,17208065.0,83594.0,2026-02-11
47463,Pepelu,3.0,532,5097969.0,78052.0,2026-02-11
283668,Arnau,2.0,547,1807870.0,76667.0,2026-02-11
29,Oblak,1.0,530,24184772.0,75164.0,2026-02-11
531,Daley Blind,2.0,547,2783865.0,68568.0,2026-02-11
