id,name,team_id,points,position,market_value,variation,jornada,season,date
128582,De Frutos,728,10,4.0,32732314.0,1108660.0,19,2025,2026-01-16
47543,Álvaro García,728,10,3.0,17691749.0,153882.0,19,2025,2026-01-16
47109,Ó. Valentín,728,1,3.0,887977.0,-11678.0,19,2025,2026-01-16
20520,Balliu,728,3,2.0,594294.0,559.0,19,2025,2026-01-16
18895,Lejeune,728,6,2.0,42480714.0,344105.0,19,2025,2026-01-16
181734,Chavarría,728,4,2.0,17257129.0,-58460.0,19,2025,2026-01-16
0,Iñigo Perez,728,5,5.0,0.0,0.0,19,2025,2026-01-16
324750,Carlos Martín,728,4,3.0,588315.0,808.0,19,2025,2026-01-16
156488,Cárdenas,728,0,1.0,587409.0,846.0,19,2025,2026-01-16
46759,Espino,728,2,2.0,591119.0,691.0,19,2025,2026-01-16
1703,Ratiu,728,1,2.0,43195569.0,-1211679.0,19,2025,2026-01-16
131546,Isi,728,10,4.0,9699728.0,166890.0,19,2025,2026-01-16
46887,Pedro Díaz,728,6,3.0,610164.0,-103.0,19,2025,2026-01-16
122657,Nteka,728,2,4.0,590334.0,724.0,19,2025,2026-01-16
52,Camello,728,0,4.0,595581.0,505.0,19,2025,2026-01-16
162931,Fran Pérez,728,2,3.0,621643.0,-581.0,19,2025,2026-01-16
47557,Trejo,728,0,3.0,595969.0,489.0,19,2025,2026-01-16
11379,A. Batalla,728,5,1.0,12681516.0,-143066.0,19,2025,2026-01-16
47414,Gumbau,728,2,3.0,591539.0,673.0,19,2025,2026-01-16
314006,Jozhua Vertrouwd,728,0,2.0,588675.0,793.0,19,2025,2026-01-16
0,Adrián Molina,728,0,1.0,0.0,0.0,19,2025,2026-01-16
91745,Alemão,728,0,4.0,641038.0,-1389.0,19,2025,2026-01-16
358431,Nobel Mendy,728,4,2.0,5007202.0,-62981.0,19,2025,2026-01-16
47336,Darder,798,4,3.0,9770263.0,-118297.0,19,2025,2026-01-16
46738,Valjent,798,1,2.0,3060681.0,-38512.0,19,2025,2026-01-16
0,Jagoba Arrasate,798,0,5.0,0.0,0.0,19,2025,2026-01-16
190485,Samú Costa,798,2,3.0,1774706.0,-19391.0,19,2025,2026-01-16
30924,Kumbulla,798,1,2.0,597028.0,445.0,19,2025,2026-01-16
335697,David López,798,0,2.0,587850.0,827.0,19,2025,2026-01-16
179139,Leo Román,798,4,1.0,1826412.0,-23537.0,19,2025,2026-01-16
26302,Maffeo,798,1,2.0,1648777.0,-43378.0,19,2025,2026-01-16
920,Lato,798,2,2.0,588306.0,808.0,19,2025,2026-01-16
107194,Antonio S.,798,1,3.0,589977.0,739.0,19,2025,2026-01-16
64268,Mojica,798,0,2.0,9269611.0,-153805.0,19,2025,2026-01-16
414,Mascarell,798,3,3.0,644670.0,-1540.0,19,2025,2026-01-16
46751,Abdón,798,2,4.0,589501.0,758.0,19,2025,2026-01-16
25375,T. Asano,798,0,4.0,593255.0,602.0,19,2025,2026-01-16
