id,name,team_id,points,position,market_value,variation,jornada,season,date
918,Gayá,532,0,2.0,1478596.0,-13669.0,19,2025,2026-01-10
46933,Rioja,532,0,3.0,9943201.0,-133749.0,19,2025,2026-01-10
162127,Diego López,532,0,4.0,4041279.0,-51785.0,19,2025,2026-01-10
41157,Almeida,532,0,3.0,911905.0,1973.0,19,2025,2026-01-10
333672,Tárrega,532,0,2.0,6419746.0,-53671.0,19,2025,2026-01-10
181582,Copete,532,0,2.0,754472.0,-2906.0,19,2025,2026-01-10
47527,Dimitrievski,532,0,1.0,591161.0,359.0,19,2025,2026-01-10
162175,Jesús Vázquez,532,0,2.0,617434.0,-736.0,19,2025,2026-01-10
48372,E. Cömert,532,0,2.0,578957.0,868.0,19,2025,2026-01-10
47463,Pepelu,532,0,3.0,2616674.0,47063.0,19,2025,2026-01-10
315699,Javi Guerra,532,0,3.0,4158087.0,-40029.0,19,2025,2026-01-10
1482,Thierry Correia,532,0,2.0,598110.0,69.0,19,2025,2026-01-10
913,Cristian Rivero,532,0,1.0,575998.0,991.0,19,2025,2026-01-10
47251,Foulquier,532,0,2.0,780261.0,-6834.0,19,2025,2026-01-10
1708,Dani Raba,532,0,4.0,811207.0,-8810.0,19,2025,2026-01-10
21153,B. Santamaría,532,0,3.0,769476.0,-7071.0,19,2025,2026-01-10
83,A. Danjuma,532,0,4.0,14354585.0,-207452.0,19,2025,2026-01-10
48465,Filip Ugrinic,532,0,3.0,600520.0,-30.0,19,2025,2026-01-10
31406,Sadiq,532,0,4.0,613710.0,12398.0,19,2025,2026-01-10
138776,L. Ramazani,532,0,4.0,645035.0,-1886.0,19,2025,2026-01-10
6010,L. Beltrán,532,0,4.0,856964.0,-5731.0,19,2025,2026-01-10
0,Panach,532,0,2.0,0.0,0.0,19,2025,2026-01-10
47329,Pedrosa,797,0,2.0,579892.0,829.0,19,2025,2026-01-10
8746,Bambo Diaby,797,0,2.0,576215.0,982.0,19,2025,2026-01-10
47378,Bigas,797,0,2.0,3276342.0,-1382.0,19,2025,2026-01-10
46711,Aleix Febas,797,0,3.0,12131910.0,143777.0,19,2025,2026-01-10
126640,Affengruber,797,0,2.0,19607697.0,-51430.0,19,2025,2026-01-10
182661,Álvaro Núñez,797,0,2.0,24322178.0,170233.0,19,2025,2026-01-10
284415,Yago,797,0,4.0,575767.0,1000.0,19,2025,2026-01-10
187318,Aguado,797,0,3.0,972197.0,5879.0,19,2025,2026-01-10
126,Iñaki Peña,797,0,1.0,2363749.0,8334.0,19,2025,2026-01-10
161963,Germán Valera,797,0,4.0,41055103.0,530479.0,19,2025,2026-01-10
46973,Josan,797,0,3.0,580024.0,823.0,19,2025,2026-01-10
162058,Víctor Chust,797,0,2.0,588324.0,477.0,19,2025,2026-01-10
271580,Martim Neto,797,0,3.0,2226383.0,102705.0,19,2025,2026-01-10
343202,Á. Rodríguez,797,0,4.0,3042662.0,74836.0,19,2025,2026-01-10
11346,Dituro,797,0,1.0,834545.0,-9782.0,19,2025,2026-01-10
