id,name,team_id,points,position,market_value,variation,jornada,season,date
195923,Carmona,536,2,2.0,7833500.0,-147430.0,18,2025,2026-01-05
957,Sow,536,1,3.0,613658.0,2508.0,18,2025,2026-01-05
182772,Juanlu,536,1,3.0,831515.0,-6570.0,18,2025,2026-01-05
197196,Ramón,536,0,2.0,563543.0,4596.0,18,2025,2026-01-05
1489,Gudelj,536,4,3.0,688063.0,-1768.0,18,2025,2026-01-05
21004,Agoumé,536,2,3.0,2868109.0,-33961.0,18,2025,2026-01-05
162126,Peque,536,2,4.0,577755.0,4003.0,18,2025,2026-01-05
185398,Isaac Romero,536,0,4.0,1978735.0,-38799.0,18,2025,2026-01-05
19172,Nyland,536,0,1.0,675064.0,-51.0,18,2025,2026-01-05
297311,Kike Salas,536,7,2.0,700933.0,-2304.0,18,2025,2026-01-05
338902,Andrés Castrín,536,0,2.0,587797.0,3585.0,18,2025,2026-01-05
2924,A. Januzaj,536,4,3.0,586477.0,2465.0,18,2025,2026-01-05
331607,Manu Bueno,536,0,3.0,565560.0,4512.0,18,2025,2026-01-05
308346,Alberto Flores,536,0,1.0,567804.0,3243.0,18,2025,2026-01-05
557,Vlachodimos,536,1,1.0,2734324.0,-34431.0,18,2025,2026-01-05
21087,B. Mendy,536,2,3.0,1155431.0,-1269.0,18,2025,2026-01-05
47389,Jordán,536,0,3.0,574159.0,2978.0,18,2025,2026-01-05
341453,Oso,536,-2,2.0,580510.0,3889.0,18,2025,2026-01-05
41208,Fábio Cardoso,536,0,2.0,594396.0,3310.0,18,2025,2026-01-05
910,A. Sánchez,536,1,4.0,2430505.0,3291.0,18,2025,2026-01-05
734,Dela,539,8,2.0,567386.0,4436.0,18,2025,2026-01-05
192032,Iván Romero,539,10,4.0,3194206.0,-70647.0,18,2025,2026-01-05
104949,Pablo Martínez,539,6,3.0,609515.0,2680.0,18,2025,2026-01-05
182603,Olasagasti,539,1,3.0,567083.0,4448.0,18,2025,2026-01-05
182639,Unai Vencedor,539,1,3.0,571599.0,3085.0,18,2025,2026-01-05
408320,Jorge Cabello,539,0,2.0,567224.0,4442.0,18,2025,2026-01-05
182770,Carlos Álvarez,539,13,3.0,6227338.0,-114846.0,18,2025,2026-01-05
106727,Oriol Rey,539,0,3.0,579834.0,3917.0,18,2025,2026-01-05
128985,Iker Losada,539,10,3.0,571433.0,4267.0,18,2025,2026-01-05
286611,Pablo Campos,539,0,1.0,593538.0,3346.0,18,2025,2026-01-05
0,Cayetano,539,0,1.0,0.0,0.0,18,2025,2026-01-05
421807,M. Moreno,539,7,2.0,739269.0,-2726.0,18,2025,2026-01-05
1118,J. Toljan,539,4,2.0,952357.0,-11605.0,18,2025,2026-01-05
104832,Diego Pampín,539,6,2.0,564816.0,4543.0,18,2025,2026-01-05
47467,José Luis Morales,539,8,4.0,633423.0,1684.0,18,2025,2026-01-05
450497,Carlos Espí,539,8,4.0,565931.0,4496.0,18,2025,2026-01-05
0,Nacho Perez,539,0,2.0,0.0,0.0,18,2025,2026-01-05
2741,M. Ryan,539,18,1.0,1769321.0,-31739.0,18,2025,2026-01-05
125239,Kevin Arriaga,539,13,3.0,699188.0,-1056.0,18,2025,2026-01-05
316517,A. Matturro,539,2,2.0,578502.0,3972.0,18,2025,2026-01-05
0,Luís Castro,539,5,5.0,0.0,0.0,18,2025,2026-01-05
47336,Darder,798,1,3.0,11200191.0,-38299.0,18,2025,2026-01-05
46733,Raíllo,798,2,2.0,7335399.0,7325.0,18,2025,2026-01-05
46738,Valjent,798,4,2.0,3418069.0,-59805.0,18,2025,2026-01-05
1701,Morlanes,798,3,3.0,604675.0,1706.0,18,2025,2026-01-05
0,Jagoba Arrasate,798,0,5.0,0.0,0.0,18,2025,2026-01-05
190485,Samú Costa,798,0,3.0,2012777.0,-17597.0,18,2025,2026-01-05
30924,Kumbulla,798,0,2.0,579971.0,3911.0,18,2025,2026-01-05
335697,David López,798,0,2.0,565591.0,4510.0,18,2025,2026-01-05
179139,Leo Román,798,2,1.0,2091943.0,-24693.0,18,2025,2026-01-05
26302,Maffeo,798,3,2.0,2006636.0,-40723.0,18,2025,2026-01-05
920,Lato,798,0,2.0,569480.0,3173.0,18,2025,2026-01-05
107194,Antonio S.,798,2,3.0,571990.0,3068.0,18,2025,2026-01-05
64268,Mojica,798,0,2.0,10923894.0,-186840.0,18,2025,2026-01-05
414,Mascarell,798,2,3.0,652384.0,-281.0,18,2025,2026-01-05
46751,Abdón,798,0,4.0,571276.0,3098.0,18,2025,2026-01-05
25375,T. Asano,798,1,4.0,574060.0,4157.0,18,2025,2026-01-05
50048,Muriqi,798,10,4.0,28835918.0,79597.0,18,2025,2026-01-05
285909,Pablo Torre,798,1,3.0,1182835.0,-22383.0,18,2025,2026-01-05
