id,name,team_id,points,position,market_value,variation,jornada,season,date
730,Courtois,541,10,1.0,49342805.0,95073.0,20,2025,2026-01-20
2207,Camavinga,541,2,3.0,23276104.0,-146890.0,20,2025,2026-01-20
1271,Tchouaméni,541,5,3.0,59850122.0,-1314958.0,20,2025,2026-01-20
291964,Arda Guler,541,11,3.0,71458047.0,1313819.0,20,2025,2026-01-20
341640,Raúl Asencio,541,16,2.0,10423330.0,644228.0,20,2025,2026-01-20
733,Carvajal,541,0,2.0,4761901.0,60633.0,20,2025,2026-01-20
505,Alaba,541,2,2.0,607552.0,1279.0,20,2025,2026-01-20
736,Fran García,541,0,2.0,654818.0,-691.0,20,2025,2026-01-20
756,Valverde,541,8,3.0,97755050.0,1932597.0,20,2025,2026-01-20
748,Ceballos,541,3,3.0,681431.0,-1800.0,20,2025,2026-01-20
129718,Bellingham,541,7,3.0,125510177.0,-1105190.0,20,2025,2026-01-20
762,Vinicius Jr.,541,5,4.0,114308121.0,367715.0,20,2025,2026-01-20
278,Mbappé,541,14,4.0,154787669.0,334369.0,20,2025,2026-01-20
361497,Huijsen,541,8,2.0,49653418.0,81246.0,20,2025,2026-01-20
284300,Carreras,541,10,2.0,86479929.0,1237365.0,20,2025,2026-01-20
336711,Gonzalo,541,0,4.0,2959445.0,109741.0,20,2025,2026-01-20
396475,Fran González,541,0,1.0,592135.0,1921.0,20,2025,2026-01-20
449249,Franco,541,4,4.0,5644127.0,-61425.0,20,2025,2026-01-20
0,Mestre,541,0,1.0,0.0,0.0,20,2025,2026-01-20
0,D. Jiménez,541,0,2.0,0.0,0.0,20,2025,2026-01-20
0,Cestero,541,0,3.0,0.0,0.0,20,2025,2026-01-20
0,Palacios,541,0,3.0,0.0,0.0,20,2025,2026-01-20
734,Dela,539,1,2.0,623246.0,1153.0,20,2025,2026-01-20
192032,Iván Romero,539,3,4.0,2792922.0,-38010.0,20,2025,2026-01-20
104949,Pablo Martínez,539,3,3.0,616673.0,899.0,20,2025,2026-01-20
182603,Olasagasti,539,2,3.0,593672.0,1857.0,20,2025,2026-01-20
