id,name,team_id,points,position,market_value,variation,jornada,season,date
928,Parejo,533,5,3.0,810107.0,3004.0,21,2025,2026-01-28
1707,Gerard,533,2,4.0,41997236.0,-349264.0,21,2025,2026-01-28
0,Marcelino,533,0,5.0,0.0,0.0,21,2025,2026-01-28
70500,Sergi Cardona,533,0,2.0,6106278.0,-145192.0,21,2025,2026-01-28
278619,Luíz Júnior,533,6,1.0,15931635.0,-135120.0,21,2025,2026-01-28
166,Foyth,533,0,2.0,9894074.0,-290030.0,21,2025,2026-01-28
3246,N. Pépé,533,2,4.0,24720143.0,-391538.0,21,2025,2026-01-28
20696,Pape Gueye,533,2,3.0,12601106.0,326877.0,21,2025,2026-01-28
1702,Pedraza,533,0,2.0,2047929.0,16452.0,21,2025,2026-01-28
18906,Ayoze Pérez,533,2,4.0,17647603.0,-440587.0,21,2025,2026-01-28
237066,Rafa Marín,533,1,2.0,11028877.0,-46198.0,21,2025,2026-01-28
182519,Moleiro,533,0,3.0,120234190.0,1273913.0,21,2025,2026-01-28
51016,T. Buchanan,533,2,3.0,15835178.0,-86055.0,21,2025,2026-01-28
49,T. Partey,533,1,3.0,1046446.0,-20008.0,21,2025,2026-01-28
435552,Pau Navarro,533,-1,2.0,591854.0,-1065.0,21,2025,2026-01-28
336671,Renato Veiga,533,2,2.0,11166126.0,-108204.0,21,2025,2026-01-28
162473,Arnau Tenas,533,0,1.0,612051.0,-1908.0,21,2025,2026-01-28
351587,T. Oluwaseyi,533,2,4.0,661013.0,-3948.0,21,2025,2026-01-28
180496,G. Mikautadze,533,3,4.0,20028257.0,149582.0,21,2025,2026-01-28
0,Carlos Macià,533,0,3.0,0.0,0.0,21,2025,2026-01-28
730,Courtois,541,10,1.0,50526438.0,739101.0,21,2025,2026-01-28
2207,Camavinga,541,7,3.0,25609189.0,590279.0,21,2025,2026-01-28
291964,Arda Guler,541,8,3.0,90808126.0,2662116.0,21,2025,2026-01-28
341640,Raúl Asencio,541,8,2.0,15998823.0,827132.0,21,2025,2026-01-28
47400,Lunin,541,0,1.0,595573.0,-1221.0,21,2025,2026-01-28
733,Carvajal,541,0,2.0,4851506.0,-43650.0,21,2025,2026-01-28
505,Alaba,541,0,2.0,600268.0,-1417.0,21,2025,2026-01-28
736,Fran García,541,0,2.0,633000.0,-2780.0,21,2025,2026-01-28
756,Valverde,541,6,3.0,111615658.0,1549341.0,21,2025,2026-01-28
744,Brahim,541,2,3.0,2030174.0,-8165.0,21,2025,2026-01-28
748,Ceballos,541,0,3.0,651431.0,-3548.0,21,2025,2026-01-28
10009,Rodrygo,541,0,4.0,49773329.0,190046.0,21,2025,2026-01-28
129718,Bellingham,541,9,3.0,124964158.0,299346.0,21,2025,2026-01-28
762,Vinicius Jr.,541,6,4.0,125842838.0,1430683.0,21,2025,2026-01-28
278,Mbappé,541,18,4.0,155900093.0,-143129.0,21,2025,2026-01-28
361497,Huijsen,541,9,2.0,56201927.0,1400310.0,21,2025,2026-01-28
284300,Carreras,541,9,2.0,94590881.0,1333012.0,21,2025,2026-01-28
0,Diego Aguado,541,0,2.0,0.0,0.0,21,2025,2026-01-28
336711,Gonzalo,541,1,4.0,3196420.0,-34830.0,21,2025,2026-01-28
449249,Franco,541,6,4.0,6665523.0,243622.0,21,2025,2026-01-28
0,Mestre,541,0,1.0,0.0,0.0,21,2025,2026-01-28
0,Cestero,541,0,3.0,0.0,0.0,21,2025,2026-01-28
0,Arbeloa ,541,5,5.0,0.0,0.0,21,2025,2026-01-28
128582,De Frutos,728,3,4.0,38480334.0,-478390.0,21,2025,2026-01-28
47543,Álvaro García,728,2,3.0,16911089.0,-265456.0,21,2025,2026-01-28
47109,Ó. Valentín,728,2,3.0,788868.0,-9274.0,21,2025,2026-01-28
18895,Lejeune,728,5,2.0,40276866.0,-688944.0,21,2025,2026-01-28
181734,Chavarría,728,3,2.0,15594568.0,-204030.0,21,2025,2026-01-28
0,Iñigo Perez,728,0,5.0,0.0,0.0,21,2025,2026-01-28
324750,Carlos Martín,728,1,3.0,590587.0,-1013.0,21,2025,2026-01-28
156488,Cárdenas,728,0,1.0,589835.0,-982.0,21,2025,2026-01-28
46759,Espino,728,0,2.0,592018.0,-1073.0,21,2025,2026-01-28
131546,Isi,728,10,4.0,10078667.0,57900.0,21,2025,2026-01-28
41552,Pathé Ciss,728,10,3.0,2485729.0,30817.0,21,2025,2026-01-28
47285,Unai López,728,0,3.0,3764769.0,-74580.0,21,2025,2026-01-28
46887,Pedro Díaz,728,2,3.0,603221.0,-1540.0,21,2025,2026-01-28
122657,Nteka,728,0,4.0,591556.0,-1053.0,21,2025,2026-01-28
52,Camello,728,1,4.0,594643.0,-1182.0,21,2025,2026-01-28
162931,Fran Pérez,728,0,3.0,609973.0,-1821.0,21,2025,2026-01-28
290740,Akhomach,728,1,4.0,595219.0,-1205.0,21,2025,2026-01-28
47557,Trejo,728,0,3.0,594869.0,-1191.0,21,2025,2026-01-28
11379,A. Batalla,728,2,1.0,10631923.0,-171649.0,21,2025,2026-01-28
47414,Gumbau,728,0,3.0,592266.0,-1082.0,21,2025,2026-01-28
1847,Luiz Felipe,728,0,2.0,608446.0,-1758.0,21,2025,2026-01-28
314006,Jozhua Vertrouwd,728,-3,2.0,590581.0,-1013.0,21,2025,2026-01-28
91745,Alemão,728,1,4.0,621380.0,-2297.0,21,2025,2026-01-28
47448,Aitor Fdez.,727,0,1.0,591167.0,-1038.0,21,2025,2026-01-28
46662,Moncayola,727,10,3.0,5018630.0,58400.0,21,2025,2026-01-28
46646,S. Herrera,727,4,1.0,12381907.0,-174759.0,21,2025,2026-01-28
46658,Rubén García,727,4,3.0,13500842.0,218073.0,21,2025,2026-01-28
47574,Moi Gómez,727,0,3.0,781058.0,-8949.0,21,2025,2026-01-28
1825,Torró,727,1,3.0,746731.0,-7520.0,21,2025,2026-01-28
182621,Iker Muñoz,727,4,3.0,591021.0,-1031.0,21,2025,2026-01-28
279822,F. Boyomo,727,5,2.0,8433895.0,53512.0,21,2025,2026-01-28
181259,Abel Bretones,727,2,3.0,746561.0,-7512.0,21,2025,2026-01-28
47566,Javi Galán,727,8,2.0,2145729.0,92215.0,21,2025,2026-01-28
46967,Juan Cruz,727,0,2.0,621106.0,-2285.0,21,2025,2026-01-28
182592,Herrando,727,8,2.0,607313.0,-1709.0,21,2025,2026-01-28
46667,Kike Barja,727,0,4.0,590720.0,-1019.0,21,2025,2026-01-28
67939,Aimar Oroz,727,2,3.0,4633009.0,-71515.0,21,2025,2026-01-28
146751,Raúl,727,1,4.0,596609.0,-1264.0,21,2025,2026-01-28
46746,Budimir,727,8,4.0,22190499.0,484353.0,21,2025,2026-01-28
338751,Víctor Muñoz,727,9,4.0,8763977.0,266295.0,21,2025,2026-01-28
21701,Rosier,727,4,2.0,3405757.0,-45897.0,21,2025,2026-01-28
0,Alessio Lisci,727,5,5.0,0.0,0.0,21,2025,2026-01-28
381197,Asier Osambela,727,10,3.0,589214.0,-956.0,21,2025,2026-01-28
421044,Íñigo Arguibide,727,0,2.0,586377.0,-838.0,21,2025,2026-01-28
0,Rául Moro,727,0,4.0,0.0,0.0,21,2025,2026-01-28
47435,Fran Beltrán,547,2,3.0,601355.0,1728.0,21,2025,2026-01-28
47334,David López,547,0,2.0,601140.0,-1452.0,21,2025,2026-01-28
1700,Iván Martín,547,5,3.0,2711443.0,27858.0,21,2025,2026-01-28
2182,Tsygankov,547,1,4.0,7228706.0,-2361.0,21,2025,2026-01-28
531,Daley Blind,547,7,2.0,1867484.0,75825.0,21,2025,2026-01-28
162434,Alejandro Francés,547,3,2.0,591341.0,-1045.0,21,2025,2026-01-28
45,Lemar,547,0,3.0,796155.0,-1821.0,21,2025,2026-01-28
127,Ter Stegen,547,4,1.0,1614246.0,156680.0,21,2025,2026-01-28
158,Gazzaniga,547,0,1.0,1814859.0,-42928.0,21,2025,2026-01-28
432476,Krapyvtsov,547,0,1.0,589670.0,-975.0,21,2025,2026-01-28
0,Michel,547,2,5.0,0.0,0.0,21,2025,2026-01-28
313025,Hugo Rincón,547,2,2.0,609219.0,-1790.0,21,2025,2026-01-28
414359,Vitor Reis,547,11,2.0,4431773.0,245756.0,21,2025,2026-01-28
