id,name,team_id,points,position,market_value,variation,jornada,season,date
730,Courtois,541,10,1.0,49247732.0,-161899.0,20,2025,2026-01-19
2207,Camavinga,541,2,3.0,23422994.0,74495.0,20,2025,2026-01-19
1271,Tchouaméni,541,5,3.0,61165080.0,-519106.0,20,2025,2026-01-19
291964,Arda Guler,541,11,3.0,70144228.0,-23042.0,20,2025,2026-01-19
341640,Raúl Asencio,541,16,2.0,9779102.0,380222.0,20,2025,2026-01-19
733,Carvajal,541,0,2.0,4701268.0,107094.0,20,2025,2026-01-19
505,Alaba,541,2,2.0,606273.0,2446.0,20,2025,2026-01-19
736,Fran García,541,0,2.0,655509.0,395.0,20,2025,2026-01-19
756,Valverde,541,8,3.0,95822453.0,1589372.0,20,2025,2026-01-19
748,Ceballos,541,3,3.0,683231.0,-761.0,20,2025,2026-01-19
129718,Bellingham,541,7,3.0,126615367.0,-1038085.0,20,2025,2026-01-19
762,Vinicius Jr.,541,5,4.0,113940406.0,786302.0,20,2025,2026-01-19
278,Mbappé,541,14,4.0,154453300.0,-249552.0,20,2025,2026-01-19
361497,Huijsen,541,8,2.0,49572172.0,-34839.0,20,2025,2026-01-19
284300,Carreras,541,10,2.0,85242564.0,645221.0,20,2025,2026-01-19
336711,Gonzalo,541,0,4.0,2849704.0,150551.0,20,2025,2026-01-19
396475,Fran González,541,0,1.0,590214.0,3115.0,20,2025,2026-01-19
449249,Franco,541,4,4.0,5705552.0,-37522.0,20,2025,2026-01-19
0,Mestre,541,0,1.0,0.0,0.0,20,2025,2026-01-19
0,D. Jiménez,541,0,2.0,0.0,0.0,20,2025,2026-01-19
0,Cestero,541,0,3.0,0.0,0.0,20,2025,2026-01-19
0,Palacios,541,0,3.0,0.0,0.0,20,2025,2026-01-19
734,Dela,539,1,2.0,622093.0,1787.0,20,2025,2026-01-19
192032,Iván Romero,539,3,4.0,2830932.0,-34442.0,20,2025,2026-01-19
104949,Pablo Martínez,539,3,3.0,615774.0,2050.0,20,2025,2026-01-19
182603,Olasagasti,539,2,3.0,591815.0,3048.0,20,2025,2026-01-19
182639,Unai Vencedor,539,1,3.0,592624.0,3015.0,20,2025,2026-01-19
182770,Carlos Álvarez,539,4,3.0,6476982.0,-43235.0,20,2025,2026-01-19
64309,Manu Sánchez,539,2,2.0,773381.0,-4517.0,20,2025,2026-01-19
128985,Iker Losada,539,2,3.0,595459.0,2897.0,20,2025,2026-01-19
286611,Pablo Campos,539,0,1.0,606754.0,2426.0,20,2025,2026-01-19
338295,Primo,539,0,1.0,596674.0,2846.0,20,2025,2026-01-19
1118,J. Toljan,539,0,2.0,819950.0,-6457.0,20,2025,2026-01-19
0,Paco Cortes,539,1,4.0,0.0,0.0,20,2025,2026-01-19
47467,José Luis Morales,539,0,4.0,629276.0,1488.0,20,2025,2026-01-19
