player_name,posicion,equipo,marketValue,pred_var_1d,pred_pct_1d,pred_mv_mañana
Pablo García,40,Real Betis Balompié SAD,604282,-311.36038,-0.05,603970.6396179199
Juan Cruz,20,Club Atlético Osasuna,614426,-311.36038,-0.05,614114.6396179199
Santi Cazorla,30,Real Oviedo SAD,607362,-311.36038,-0.05,607050.6396179199
Joel Roca,40,Girona Fútbol Club SAD,603446,-311.36038,-0.05,603134.6396179199
Fran Pérez,30,Rayo Vallecano de Madrid SAD,607604,-311.36038,-0.05,607292.6396179199
Jesús Vázquez,20,Valencia Club de Fútbol SAD,607450,-311.36038,-0.05,607138.6396179199
Pablo Durán,40,Real Club Celta de Vigo SAD,603963,-311.36038,-0.05,603651.6396179199
José Luis Morales,40,Levante Unión Deportiva SAD,611028,-311.36038,-0.05,610716.6396179199
Morlanes,30,Real Club Deportivo Mallorca SAD,604022,-311.36038,-0.05,603710.6396179199
Alaba,20,Real Madrid Club de Fútbol,601658,-335.0322,-0.06,601322.9678039551
Mendy,20,Real Madrid Club de Fútbol,602123,-335.0322,-0.06,601787.9678039551
Mariano,40,Deportivo Alavés SAD,601127,-335.0322,-0.06,600791.9678039551
Cardoso,20,Sevilla Fútbol Club SAD,602051,-335.0322,-0.06,601715.9678039551
Rebbach,40,Deportivo Alavés SAD,595748,-407.32004,-0.07,595340.6799621582
Víctor Parada,20,Deportivo Alavés SAD,595972,-407.32004,-0.07,595564.6799621582
Josan,30,Elche Club de Fútbol SAD,596456,-407.32004,-0.07,596048.6799621582
Lucas,20,Real Oviedo SAD,596335,-407.32004,-0.07,595927.6799621582
Aihen,20,Real Sociedad de Fútbol SAD,597480,-407.32004,-0.07,597072.6799621582
Espino,20,Rayo Vallecano de Madrid SAD,596603,-407.32004,-0.07,596195.6799621582
T. Asano,40,Real Club Deportivo Mallorca SAD,597372,-407.32004,-0.07,596964.6799621582
Unai Vencedor,30,Levante Unión Deportiva SAD,596098,-407.32004,-0.07,595690.6799621582
Unai Gómez,30,Athletic Club,595942,-407.32004,-0.07,595534.6799621582
Stuani,40,Girona Fútbol Club SAD,599307,-407.32004,-0.07,598899.6799621582
Oriol Rey,30,Levante Unión Deportiva SAD,598700,-407.32004,-0.07,598292.6799621582
Álex Sancris,40,Getafe Club de Fútbol SAD,599003,-407.32004,-0.07,598595.6799621582
Jonh Donald,20,Elche Club de Fútbol SAD,595683,-407.32004,-0.07,595275.6799621582
Charles Pickel,30,RCD Espanyol de Barcelona,598071,-407.32004,-0.07,597663.6799621582
Rubén,30,RCD Espanyol de Barcelona,596388,-407.32004,-0.07,595980.6799621582
Manu Fernández,20,Real Club Celta de Vigo SAD,598911,-407.32004,-0.07,598503.6799621582
Rego,20,Athletic Club,595677,-407.32004,-0.07,595269.6799621582
Guevara,30,Deportivo Alavés SAD,597556,-407.32004,-0.07,597148.6799621582
Pedrosa,20,Elche Club de Fútbol SAD,596417,-407.32004,-0.07,596009.6799621582
Andrés Castrín,20,Sevilla Fútbol Club SAD,600531,-407.32004,-0.07,600123.6799621582
Youssef,20,Deportivo Alavés SAD,595576,-407.32004,-0.07,595168.6799621582
Alejandro Francés,20,Girona Fútbol Club SAD,596189,-407.32004,-0.07,595781.6799621582
Dani Calvo,20,Real Oviedo SAD,600097,-407.32004,-0.07,599689.6799621582
Marcão,20,Sevilla Fútbol Club SAD,601814,-507.85825,-0.08,601306.1417541504
R. Brugué,40,Levante Unión Deportiva SAD,603073,-507.85825,-0.08,602565.1417541504
Guridi,30,Deportivo Alavés SAD,601214,-661.44507,-0.11,600552.5549316406
Torró,30,Club Atlético Osasuna,696067,-853.85516,-0.12,695213.1448364258
Kike García,40,RCD Espanyol de Barcelona,630072,-951.6207,-0.15,629120.3792724609
L. Ramazani,40,Valencia Club de Fútbol SAD,615561,-999.6121,-0.16,614561.387878418
Asier Osambela,30,Club Atlético Osasuna,594886,-1095.5717,-0.18,593790.4283447266
Adam Boayar,30,Elche Club de Fútbol SAD,595412,-1095.5717,-0.18,594316.4283447266
Bailly,20,Real Oviedo SAD,597689,-1095.5717,-0.18,596593.4283447266
Protesoni,30,Deportivo Alavés SAD,596871,-1095.5717,-0.18,595775.4283447266
Pampin,30,Levante Unión Deportiva SAD,595246,-1095.5717,-0.18,594150.4283447266
Urko,30,RCD Espanyol de Barcelona,646959,-1106.0161,-0.17,645852.9838867188
Fran García,20,Real Madrid Club de Fútbol,621714,-1143.7455,-0.18,620570.2545166016
Nyland,10,Sevilla Fútbol Club SAD,620607,-1143.7455,-0.18,619463.2545166016
Jon Pacheco,20,Deportivo Alavés SAD,619720,-1288.1063,-0.21,618431.8936767578
Christensen,20,Fútbol Club Barcelona,644462,-1324.7001,-0.21,643137.2999267578
Terrats,30,RCD Espanyol de Barcelona,611460,-1326.0248,-0.22,610133.9752197266
Herrando,20,Club Atlético Osasuna,605973,-1326.0248,-0.22,604646.9752197266
Pedro Díaz,30,Rayo Vallecano de Madrid SAD,603468,-1326.0248,-0.22,602141.9752197266
Hugo Alvarez,30,Real Club Celta de Vigo SAD,622782,-1343.131,-0.22,621438.8690185547
Iker Losada,40,Levante Unión Deportiva SAD,597252,-1421.9845,-0.24,595830.0155029297
Jofre,40,RCD Espanyol de Barcelona,596333,-1421.9845,-0.24,594911.0155029297
Abdellaoui,40,Real Club Celta de Vigo SAD,596224,-1421.9845,-0.24,594802.0155029297
Kevin Arriaga,30,Levante Unión Deportiva SAD,626398,-1496.7177,-0.24,624901.2823486328
Javi Galán,20,Club Atlético Osasuna,2894033,-1523.5546,-0.05,2892509.4454345703
Peque,40,Sevilla Fútbol Club SAD,598223,-1594.8579,-0.27,596628.1420898438
Pablo Martínez,30,Levante Unión Deportiva SAD,677919,-1598.0891,-0.24,676320.9108886719
Caleta-Car,20,Real Sociedad de Fútbol SAD,653381,-1614.7562,-0.25,651766.2437744141
T. Oluwaseyi,40,Villarreal Club de Fútbol SAD,638876,-1651.1129,-0.26,637224.8870849609
Alfon,40,Villarreal Club de Fútbol SAD,638904,-1651.1129,-0.26,637252.8870849609
Pol Lozano,30,RCD Espanyol de Barcelona,640060,-1651.1129,-0.26,638408.8870849609
Ceballos,30,Real Madrid Club de Fútbol,633007,-1651.1129,-0.26,631355.8870849609
M. Moreno,20,Levante Unión Deportiva SAD,635631,-1651.1129,-0.26,633979.8870849609
Denis Suárez,30,Deportivo Alavés SAD,602656,-1676.1095,-0.28,600979.8905029297
Thierry Correia,20,Valencia Club de Fútbol SAD,601770,-1676.1095,-0.28,600093.8905029297
Filip Ugrinic,30,Valencia Club de Fútbol SAD,683024,-1927.4072,-0.28,681096.5927734375
Akhomach,40,Rayo Vallecano de Madrid SAD,653907,-2190.0854,-0.33,651716.9145507812
Fran Beltrán,30,Girona Fútbol Club SAD,626666,-2511.3818,-0.4,624154.6181640625
Mario Martín,30,Getafe Club de Fútbol SAD,637180,-2665.7773,-0.42,634514.22265625
Nelson Deossa,30,Real Betis Balompié SAD,640098,-2665.7773,-0.42,637432.22265625
Manu Sánchez,20,Levante Unión Deportiva SAD,669729,-2829.1492,-0.42,666899.8508300781
Foulquier,20,Valencia Club de Fútbol SAD,661230,-2829.1492,-0.43,658400.8508300781
Diakhaby,20,Valencia Club de Fútbol SAD,663570,-2829.1492,-0.43,660740.8508300781
Juan Iglesias,20,Getafe Club de Fútbol SAD,814812,-2941.4622,-0.36,811870.5378417969
Sadiq,40,Valencia Club de Fútbol SAD,661006,-3047.8333,-0.46,657958.1667480469
Gavi,30,Fútbol Club Barcelona,668122,-3047.8333,-0.46,665074.1667480469
B. Santamaría,30,Valencia Club de Fútbol SAD,652128,-3061.5952,-0.47,649066.4047851562
Copete,20,Valencia Club de Fútbol SAD,703955,-3089.3025,-0.44,700865.6975097656
C. Riedel,20,RCD Espanyol de Barcelona,715755,-3296.1428,-0.46,712458.8571777344
Raba,40,Valencia Club de Fútbol SAD,664391,-3374.246,-0.51,661016.75390625
Dituro,10,Elche Club de Fútbol SAD,671250,-3374.246,-0.5,667875.75390625
Abel Bretones,20,Club Atlético Osasuna,691293,-3374.246,-0.49,687918.75390625
H. Hassan,30,Real Oviedo SAD,1155582,-3497.308,-0.3,1152084.6918945312
Almeida,30,Valencia Club de Fútbol SAD,698249,-3581.0864,-0.51,694667.9135742188
Javi Rodríguez,20,Real Club Celta de Vigo SAD,658107,-3835.4626,-0.58,654271.5373535156
Moi Gómez,30,Club Atlético Osasuna,712430,-3841.2397,-0.54,708588.7602539062
J. Toljan,20,Levante Unión Deportiva SAD,719258,-4022.4841,-0.56,715235.5158691406
Juanlu,30,Sevilla Fútbol Club SAD,699037,-4388.91,-0.63,694648.08984375
Azpilicueta,20,Sevilla Fútbol Club SAD,687938,-4388.91,-0.64,683549.08984375
Ó. Valentín,30,Rayo Vallecano de Madrid SAD,717215,-4477.392,-0.62,712737.6079101562
Remiro,10,Real Sociedad de Fútbol SAD,4993164,-4544.82,-0.09,4988619.180175781
Abqar,20,Getafe Club de Fútbol SAD,693785,-4595.751,-0.66,689189.2490234375
Ruggeri,20,Club Atlético de Madrid SAD,3223614,-4635.9175,-0.14,3218978.0825195312
Dela,20,Levante Unión Deportiva SAD,813351,-4642.931,-0.57,808708.0688476562
Jon Martín,20,Real Sociedad de Fútbol SAD,707562,-4751.955,-0.67,702810.044921875
Parejo,30,Villarreal Club de Fútbol SAD,871622,-5012.222,-0.58,866609.7778320312
Lenglet,20,Club Atlético de Madrid SAD,756906,-5565.0444,-0.74,751340.9555664062
L. Dendoncker,30,Real Oviedo SAD,755944,-5565.0444,-0.74,750378.9555664062
Domingos Duarte,20,Getafe Club de Fútbol SAD,1081193,-5632.8994,-0.52,1075560.1005859375
Mendy,30,Sevilla Fútbol Club SAD,762657,-5875.879,-0.77,756781.12109375
Pablo Torre,30,Real Club Deportivo Mallorca SAD,742687,-5952.4473,-0.8,736734.552734375
Ferran Jutglà,40,Real Club Celta de Vigo SAD,768840,-6029.4653,-0.78,762810.5346679688
Ibáñez,30,Deportivo Alavés SAD,972160,-6534.8667,-0.67,965625.1333007812
Blanco,30,Deportivo Alavés SAD,2543723,-6918.591,-0.27,2536804.4091796875
Junior,20,Real Betis Balompié SAD,777212,-6959.74,-0.9,770252.259765625
R. Bardghji,40,Fútbol Club Barcelona,780890,-7482.069,-0.96,773407.9311523438
Samú Costa,30,Real Club Deportivo Mallorca SAD,1311921,-7835.8325,-0.6,1304085.1674804688
Aramburu,20,Real Sociedad de Fútbol SAD,785345,-8024.5864,-1.02,777320.4135742188
M. Joseph,40,Real Club Deportivo Mallorca SAD,785358,-9037.723,-1.15,776320.27734375
Aguado,30,Elche Club de Fútbol SAD,873480,-9934.49,-1.14,863545.509765625
Bryan Gil,40,Girona Fútbol Club SAD,1837325,-10047.972,-0.55,1827277.0283203125
Rico,20,Getafe Club de Fútbol SAD,852114,-10066.555,-1.18,842047.4453125
Szczesny,10,Fútbol Club Barcelona,853560,-10066.555,-1.18,843493.4453125
T. Partey,30,Villarreal Club de Fútbol SAD,875036,-10220.535,-1.17,864815.46484375
Gazzaniga,10,Girona Fútbol Club SAD,1631959,-10454.525,-0.64,1621504.474609375
Pau López,10,Real Betis Balompié SAD,867384,-11081.219,-1.28,856302.78125
Martim Neto,30,Elche Club de Fútbol SAD,4259897,-11124.368,-0.26,4248772.6318359375
Molina,20,Club Atlético de Madrid SAD,839901,-11336.167,-1.35,828564.8330078125
A. Matturro,20,Levante Unión Deportiva SAD,604202,-11726.847,-1.94,592475.1533203125
Pepelu,30,Valencia Club de Fútbol SAD,4995212,-13089.897,-0.26,4982122.1025390625
Aitor Ruibal,40,Real Betis Balompié SAD,1687317,-13383.719,-0.79,1673933.28125
M. Ryan,10,Levante Unión Deportiva SAD,1708011,-13634.98,-0.8,1694376.01953125
Isaac,40,Sevilla Fútbol Club SAD,971940,-13644.286,-1.4,958295.7138671875
Starfelt,20,Real Club Celta de Vigo SAD,4426594,-14203.871,-0.32,4412390.12890625
Franco,40,Real Madrid Club de Fútbol,7503147,-14292.332,-0.19,7488854.66796875
Gayá,20,Valencia Club de Fútbol SAD,979458,-14354.582,-1.47,965103.41796875
Zubeldia,20,Real Sociedad de Fútbol SAD,2696216,-14972.271,-0.56,2681243.728515625
Williot,30,Real Club Celta de Vigo SAD,955242,-15159.463,-1.59,940082.537109375
Altimira,30,Real Betis Balompié SAD,993868,-15185.722,-1.53,978682.2783203125
David Soria,10,Getafe Club de Fútbol SAD,5286923,-15216.951,-0.29,5271706.048828125
Akor Adams,40,Sevilla Fútbol Club SAD,1567634,-15233.78,-0.97,1552400.2197265625
Maffeo,20,Real Club Deportivo Mallorca SAD,1048539,-15250.189,-1.45,1033288.810546875
Aleñá,30,Deportivo Alavés SAD,2394786,-16147.72,-0.67,2378638.2802734375
Leo Román,10,Real Club Deportivo Mallorca SAD,1543190,-16278.323,-1.05,1526911.6767578125
Carreira,20,Real Club Celta de Vigo SAD,1557405,-16476.066,-1.06,1540928.93359375
I. Moriba,30,Real Club Celta de Vigo SAD,1052267,-16757.654,-1.59,1035509.345703125
Roberto,40,RCD Espanyol de Barcelona,11911016,-17710.086,-0.15,11893305.9140625
Sotelo,30,Real Club Celta de Vigo SAD,1117207,-19226.98,-1.72,1097980.01953125
Iñaki Peña,10,Elche Club de Fútbol SAD,1556564,-20263.78,-1.3,1536300.220703125
Valentín,20,Real Betis Balompié SAD,1201652,-21530.617,-1.79,1180121.3828125
A. Sánchez,40,Sevilla Fútbol Club SAD,1168918,-21530.617,-1.84,1147387.3828125
Jan Virgili,40,Real Club Deportivo Mallorca SAD,6997330,-23886.016,-0.34,6973443.984375
Johnny Cardoso,30,Club Atlético de Madrid SAD,1808690,-26412.104,-1.46,1782277.896484375
Adrian Liso,40,Getafe Club de Fútbol SAD,1368336,-27432.254,-2.0,1340903.74609375
Riquelme,30,Real Betis Balompié SAD,1282315,-27743.947,-2.16,1254571.052734375
Valjent,20,Real Club Deportivo Mallorca SAD,2266947,-29730.82,-1.31,2237216.1796875
Le Normand,20,Club Atlético de Madrid SAD,7814340,-30302.209,-0.39,7784037.791015625
Ter Stegen,10,Girona Fútbol Club SAD,2048671,-30796.615,-1.5,2017874.384765625
Rubén García,30,Club Atlético Osasuna,17058042,-30812.877,-0.18,17027229.123046875
G. Suazo,20,Sevilla Fútbol Club SAD,1540283,-32182.32,-2.09,1508100.6796875
Araújo,20,Fútbol Club Barcelona,2793216,-33224.16,-1.19,2759991.83984375
Sivera,10,Deportivo Alavés SAD,2433007,-33732.543,-1.39,2399274.45703125
Witsel,30,Girona Fútbol Club SAD,1521735,-34079.22,-2.24,1487655.78125
Bigas,20,Elche Club de Fútbol SAD,1646670,-34431.305,-2.09,1612238.6953125
O. El Hilali,20,RCD Espanyol de Barcelona,1635664,-34431.305,-2.11,1601232.6953125
Pedraza,20,Villarreal Club de Fútbol SAD,1743965,-34431.305,-1.97,1709533.6953125
Laporte,20,Athletic Club,7371770,-34437.76,-0.47,7337332.23828125
Fernando Calero,20,RCD Espanyol de Barcelona,3182700,-36999.742,-1.16,3145700.2578125
Jonny Otto,20,Deportivo Alavés SAD,1707556,-39224.992,-2.3,1668331.0078125
Iván Romero,40,Levante Unión Deportiva SAD,2142993,-39941.297,-1.86,2103051.703125
Gonzalo,40,Real Madrid Club de Fútbol,2754160,-40407.316,-1.47,2713752.68359375
S. Amrabat,30,Real Betis Balompié SAD,1618907,-40784.754,-2.52,1578122.24609375
Germán Valera,30,Elche Club de Fútbol SAD,54682987,-41169.625,-0.08,54641817.375
Agoumé,30,Sevilla Fútbol Club SAD,2186229,-42480.633,-1.94,2143748.3671875
Borja Mayoral,40,Getafe Club de Fútbol SAD,1710827,-45983.492,-2.69,1664843.5078125
Alex Moreno,20,Girona Fútbol Club SAD,1993831,-46339.04,-2.32,1947491.9609375
Rosier,20,Club Atlético Osasuna,2854059,-48538.18,-1.7,2805520.8203125
Pathé Ciss,30,Rayo Vallecano de Madrid SAD,2143235,-49124.664,-2.29,2094110.3359375
Diego López,40,Valencia Club de Fútbol SAD,2163803,-50535.47,-2.34,2113267.53125
Javi Guerra,30,Valencia Club de Fútbol SAD,2101651,-50535.47,-2.4,2051115.53125
Aspas,40,Real Club Celta de Vigo SAD,2768044,-50634.37,-1.83,2717409.62890625
Moncayola,30,Club Atlético Osasuna,5454104,-50798.574,-0.93,5403305.42578125
Areso,20,Athletic Club,2483787,-50852.08,-2.05,2432934.921875
Almada,30,Club Atlético de Madrid SAD,5545298,-50927.32,-0.92,5494370.6796875
Hugo Duro,40,Valencia Club de Fútbol SAD,3372004,-52238.2,-1.55,3319765.80078125
V. Vanat,40,Girona Fútbol Club SAD,5208301,-52567.98,-1.01,5155733.01953125
C. Alvarez,30,Levante Unión Deportiva SAD,6125134,-53453.145,-0.87,6071680.85546875
Javi Rueda,20,Real Club Celta de Vigo SAD,2946642,-55150.195,-1.87,2891491.8046875
Antony,40,Real Betis Balompié SAD,103847643,-56300.23,-0.05,103791342.76953125
Paredes,20,Athletic Club,5418245,-56908.84,-1.05,5361336.16015625
Trent,20,Real Madrid Club de Fútbol,7428545,-58702.95,-0.79,7369842.05078125
Unai Lopez,30,Rayo Vallecano de Madrid SAD,2825275,-59677.04,-2.11,2765597.9609375
Aimar Oroz,30,Club Atlético Osasuna,3819092,-59727.664,-1.56,3759364.3359375
Giménez,20,Club Atlético de Madrid SAD,4654088,-59906.72,-1.29,4594181.28125
Carvajal,20,Real Madrid Club de Fútbol,4113414,-61295.582,-1.49,4052118.41796875
N. Mendy,20,Rayo Vallecano de Madrid SAD,3050573,-63664.082,-2.09,2986908.91796875
Puado,30,RCD Espanyol de Barcelona,2623480,-67971.87,-2.59,2555508.1328125
A. Ounahi,30,Girona Fútbol Club SAD,5513581,-68990.3,-1.25,5444590.703125
Tárrega,20,Valencia Club de Fútbol SAD,3327555,-70755.35,-2.13,3256799.6484375
Mingueza,20,Real Club Celta de Vigo SAD,5578811,-75096.7,-1.35,5503714.296875
T. Dolan,40,RCD Espanyol de Barcelona,3520223,-77177.945,-2.19,3443045.0546875
Raíllo,20,Real Club Deportivo Mallorca SAD,3602532,-77234.09,-2.14,3525297.90625
Yuri,20,Athletic Club,7968868,-82414.19,-1.03,7886453.8125
Sørloth,40,Club Atlético de Madrid SAD,10429791,-88869.36,-0.85,10340921.640625
Koke,30,Club Atlético de Madrid SAD,19642347,-89014.71,-0.45,19553332.2890625
Agirrezabala,10,Valencia Club de Fútbol SAD,3360297,-89184.93,-2.65,3271112.0703125
Nico González,30,Club Atlético de Madrid SAD,7118103,-89924.68,-1.26,7028178.3203125
Carmona,20,Sevilla Fútbol Club SAD,4307965,-93081.625,-2.16,4214883.375
Unai Simón,10,Athletic Club,9535598,-94728.414,-0.99,9440869.5859375
Tsygankov,40,Girona Fútbol Club SAD,6641010,-96466.945,-1.45,6544543.0546875
Cardona,20,Villarreal Club de Fútbol SAD,5051617,-101995.2,-2.02,4949621.796875
Renato Veiga,20,Villarreal Club de Fútbol SAD,10318686,-112664.01,-1.09,10206021.9921875
Mojica,20,Real Club Deportivo Mallorca SAD,6078872,-113817.05,-1.87,5965054.953125
Mouriño,20,Villarreal Club de Fútbol SAD,7110283,-113890.625,-1.6,6996392.375
Isi,40,Rayo Vallecano de Madrid SAD,10358386,-116525.234,-1.12,10241860.765625
Mbappé,40,Real Madrid Club de Fútbol,154347841,-128329.39,-0.08,154219511.609375
I. Radu,10,Real Club Celta de Vigo SAD,13908414,-131921.02,-0.95,13776492.984375
S. Herrera,10,Club Atlético Osasuna,10345207,-135127.81,-1.31,10210079.1875
Dmitrovic,10,RCD Espanyol de Barcelona,10180866,-135395.3,-1.33,10045470.703125
Bellerín,20,Real Betis Balompié SAD,5298397,-141368.83,-2.67,5157028.171875
A. Batalla,10,Rayo Vallecano de Madrid SAD,8971001,-154190.11,-1.72,8816810.890625
Isco,30,Real Betis Balompié SAD,11341343,-154573.2,-1.36,11186769.796875
Rudiger,20,Real Madrid Club de Fútbol,14254476,-155011.92,-1.09,14099464.078125
Rafa Marín,20,Villarreal Club de Fútbol SAD,9710187,-155147.05,-1.6,9555039.953125
Aarón,10,Real Oviedo SAD,21028580,-159609.83,-0.76,20868970.171875
Tenaglia,20,Deportivo Alavés SAD,11290827,-162442.77,-1.44,11128384.234375
Jauregizar,30,Athletic Club,24025882,-167135.02,-0.7,23858746.984375
Griezmann,40,Club Atlético de Madrid SAD,13593011,-168330.89,-1.24,13424680.109375
Rafa Mir,40,Elche Club de Fútbol SAD,7019712,-184216.19,-2.62,6835495.8125
Courtois,10,Real Madrid Club de Fútbol,50961167,-189808.84,-0.37,50771358.15625
Foyth,20,Villarreal Club de Fútbol SAD,7058082,-191487.11,-2.71,6866594.890625
Luíz Júnior,10,Villarreal Club de Fútbol SAD,13940904,-193549.28,-1.39,13747354.71875
Sancet,30,Athletic Club,7576674,-196375.61,-2.59,7380298.390625
F. Boyomo,20,Club Atlético Osasuna,8362733,-212530.27,-2.54,8150202.734375
Vivian,20,Athletic Club,9605593,-232113.94,-2.42,9373479.0625
R. Vargas,40,Sevilla Fútbol Club SAD,9029668,-243606.83,-2.7,8786061.171875
G. G. Mikautadze,40,Villarreal Club de Fútbol SAD,19602826,-255740.5,-1.3,19347085.5
T. Buchanan,30,Villarreal Club de Fútbol SAD,13703236,-260702.86,-1.9,13442533.140625
Chavarría,20,Rayo Vallecano de Madrid SAD,12346185,-273578.7,-2.22,12072606.3125
Marcos Llorente,20,Club Atlético de Madrid SAD,87383114,-290548.0,-0.33,87092566.0
Berenguer,40,Athletic Club,18312036,-292005.1,-1.59,18020030.90625
Pere Milla,40,RCD Espanyol de Barcelona,16738248,-298059.62,-1.78,16440188.375
L. Cabrera,20,RCD Espanyol de Barcelona,23525588,-305831.56,-1.3,23219756.4375
Bartra,20,Real Betis Balompié SAD,42017130,-308205.44,-0.73,41708924.5625
Ayoze Pérez,40,Villarreal Club de Fútbol SAD,12947778,-314201.38,-2.43,12633576.625
Natan,20,Real Betis Balompié SAD,39188290,-318887.72,-0.81,38869402.28125
Affengruber,20,Elche Club de Fútbol SAD,14203588,-346225.53,-2.44,13857362.46875
Gerard Martín,20,Fútbol Club Barcelona,18320447,-362994.0,-1.98,17957453.0
Lejeune,20,Rayo Vallecano de Madrid SAD,40497535,-363477.53,-0.9,40134057.46875
Álvaro Núñez,20,Real Club Celta de Vigo SAD,15190136,-372287.06,-2.45,14817848.9375
Militão,20,Real Madrid Club de Fútbol,16022383,-398355.3,-2.49,15624027.6875
Etta Eyong,40,Levante Unión Deportiva SAD,22779033,-400828.5,-1.76,22378204.5
Álex Baena,30,Club Atlético de Madrid SAD,56193846,-440675.97,-0.78,55753170.03125
Giuliano,40,Club Atlético de Madrid SAD,52934707,-441604.88,-0.83,52493102.125
G. Lo Celso,30,Real Betis Balompié SAD,19684430,-445806.03,-2.26,19238623.96875
Comesaña,30,Villarreal Club de Fútbol SAD,22698545,-492101.66,-2.17,22206443.34375
Take Kubo,30,Real Sociedad de Fútbol SAD,19974212,-501384.7,-2.51,19472827.3125
Cucho,40,Real Betis Balompié SAD,59684466,-566285.6,-0.95,59118180.375
Carreras,20,Real Madrid Club de Fútbol,88375292,-588776.7,-0.67,87786515.3125
Brais Méndez,30,Real Sociedad de Fútbol SAD,31063492,-629774.25,-2.03,30433717.75
De Jong,30,Fútbol Club Barcelona,79059158,-644663.3,-0.82,78414494.6875
Barrenetxea,30,Real Sociedad de Fútbol SAD,27192829,-736980.0,-2.71,26455849.0
Julián A.,40,Club Atlético de Madrid SAD,105594355,-771931.3,-0.73,104822423.6875
Carlos Romero,20,RCD Espanyol de Barcelona,47297249,-996239.1,-2.11,46301009.875
Rodrygo,40,Real Madrid Club de Fútbol,50402580,-1.3303728e+06,-2.64,49072207.25
Barrios,30,Club Atlético de Madrid SAD,65014218,-1.6615271e+06,-2.56,63352690.875
Raphinha,40,Fútbol Club Barcelona,146359211,-1.7248966e+06,-1.18,144634314.375
Pedri,30,Fútbol Club Barcelona,113265048,-1.7400541e+06,-1.54,111524993.875
Bellingham,30,Real Madrid Club de Fútbol,101868713,-2.3017398e+06,-2.26,99566973.25
