id,name,position,team_id,market_value,market_variation,date,points,jornada,season
509470,Thiago Pitarch,3.0,541,560466.0,3299.0,2026-01-03,,,
543466,Ibon Sánchez,3.0,531,557308.0,3430.0,2026-01-03,,,
546852,Álex Sancris,4.0,546,577287.0,2599.0,2026-01-03,,,
568156,Selton Sánchez,3.0,531,555651.0,3500.0,2026-01-03,,,
600938,Pablo Agudin,3.0,718,533597.0,4418.0,2026-01-03,,,
20,Witsel,3.0,547,3276337.0,-58090.0,2026-01-04,,,
23,Sergio Gómez,2.0,548,5608854.0,-75397.0,2026-01-04,,,
29,Oblak,1.0,530,23079337.0,-124927.0,2026-01-04,,,
31,Giménez,2.0,530,6747050.0,-45656.0,2026-01-04,,,
45,Lemar,3.0,547,594329.0,3313.0,2026-01-04,,,
49,T. Partey,3.0,533,1721578.0,-43656.0,2026-01-04,,,
50,Koke,3.0,530,21507143.0,308641.0,2026-01-04,,,
52,Camello,4.0,728,577706.0,4005.0,2026-01-04,4.0,18.0,2025.0
56,Griezmann,4.0,530,26379872.0,74997.0,2026-01-04,,,
74,S. Amrabat,3.0,543,3743723.0,-67399.0,2026-01-04,,,
83,A. Danjuma,4.0,532,16102842.0,-306918.0,2026-01-04,3.0,18.0,2025.0
126,Iñaki Peña,1.0,797,2361195.0,5862.0,2026-01-04,2.0,18.0,2025.0
127,Ter Stegen,1.0,529,617864.0,2332.0,2026-01-04,0.0,18.0,2025.0
133,Lenglet,2.0,530,1267619.0,-24741.0,2026-01-04,,,
143,Aleñá,3.0,542,3706358.0,-85247.0,2026-01-04,,,
155,Abel Ruiz,4.0,547,570274.0,4315.0,2026-01-04,,,
158,Gazzaniga,1.0,547,2511318.0,-51123.0,2026-01-04,,,
166,Foyth,2.0,533,12783341.0,-170893.0,2026-01-04,4.0,18.0,2025.0
278,Mbappé,4.0,541,161075127.0,-1532885.0,2026-01-04,,,
283,Trent,2.0,541,10898303.0,13381.0,2026-01-04,,,
372,Militão,2.0,541,33417057.0,-177895.0,2026-01-04,,,
414,Mascarell,3.0,798,652665.0,882.0,2026-01-04,,,
433,Marcão,2.0,536,593371.0,3353.0,2026-01-04,,,
505,Alaba,2.0,541,592688.0,3381.0,2026-01-04,0.0,18.0,2025.0
521,Lewandowski,4.0,529,62826502.0,-1073437.0,2026-01-04,7.0,18.0,2025.0
531,Daley Blind,2.0,547,1205957.0,-21512.0,2026-01-04,,,
538,De Jong,3.0,529,49842357.0,561033.0,2026-01-04,7.0,18.0,2025.0
547,Van de Beek,3.0,547,573235.0,4192.0,2026-01-04,,,
557,Vlachodimos,1.0,536,2734324.0,-34431.0,2026-01-04,1.0,18.0,2025.0
570,Cervi,3.0,538,567064.0,4449.0,2026-01-04,0.0,18.0,2025.0
608,L. Boyé,4.0,542,891456.0,-9067.0,2026-01-04,,,
619,Eric García,2.0,529,62012118.0,486496.0,2026-01-04,12.0,18.0,2025.0
622,Laporte,2.0,531,14238142.0,-367982.0,2026-01-04,,,
653,Mendy,2.0,541,594718.0,3297.0,2026-01-04,0.0,18.0,2025.0
730,Courtois,1.0,541,45622957.0,334216.0,2026-01-04,4.0,18.0,2025.0
733,Carvajal,2.0,541,3103212.0,40372.0,2026-01-04,0.0,18.0,2025.0
734,Dela,2.0,539,567386.0,4436.0,2026-01-04,8.0,18.0,2025.0
736,Fran García,2.0,541,679881.0,-252.0,2026-01-04,0.0,18.0,2025.0
737,Odriozola,2.0,548,569641.0,4342.0,2026-01-04,,,
744,Brahim,3.0,541,2204746.0,-39209.0,2026-01-04,,,
745,Isco,3.0,543,25465493.0,-567674.0,2026-01-04,,,
748,Ceballos,3.0,541,728975.0,-2297.0,2026-01-04,0.0,18.0,2025.0
753,Llorente,3.0,530,71201473.0,1536930.0,2026-01-04,,,
756,Valverde,3.0,541,68992348.0,1008492.0,2026-01-04,4.0,18.0,2025.0
760,Mariano,4.0,542,590388.0,3477.0,2026-01-04,,,
762,Vinicius Jr.,4.0,541,120105853.0,71569.0,2026-01-04,0.0,18.0,2025.0
851,Szczesny,1.0,529,1599606.0,-38574.0,2026-01-04,0.0,18.0,2025.0
885,Bailly,2.0,718,575433.0,4100.0,2026-01-04,,,
909,Rashford,4.0,529,54436816.0,-730166.0,2026-01-04,3.0,18.0,2025.0
910,A. Sánchez,4.0,536,2430505.0,3291.0,2026-01-04,1.0,18.0,2025.0
913,Cristian Rivero,1.0,532,564930.0,4538.0,2026-01-04,0.0,18.0,2025.0
916,Diakhaby,2.0,532,861849.0,-7834.0,2026-01-04,1.0,18.0,2025.0
918,Gayá,2.0,532,1638327.0,-31868.0,2026-01-04,0.0,18.0,2025.0
920,Lato,2.0,798,566307.0,4480.0,2026-01-04,,,
925,Guedes,4.0,548,18127950.0,108811.0,2026-01-04,,,
928,Parejo,3.0,533,815853.0,-5917.0,2026-01-04,3.0,18.0,2025.0
930,Carlos Soler,3.0,548,10153365.0,-138129.0,2026-01-04,,,
931,Ferran Torres,4.0,529,111936924.0,546438.0,2026-01-04,4.0,18.0,2025.0
957,Sow,3.0,536,613658.0,2508.0,2026-01-04,1.0,18.0,2025.0
1118,J. Toljan,2.0,539,952357.0,-11605.0,2026-01-04,4.0,18.0,2025.0
1257,Koundé,2.0,529,33229871.0,469769.0,2026-01-04,9.0,18.0,2025.0
1271,Tchouaméni,3.0,541,54015969.0,632152.0,2026-01-04,1.0,18.0,2025.0
1323,Dani Olmo,3.0,529,27178814.0,798653.0,2026-01-04,10.0,18.0,2025.0
1439,Bellerín,2.0,543,12466004.0,-167850.0,2026-01-04,-2.0,18.0,2025.0
1461,Denis Suárez,3.0,542,597028.0,3200.0,2026-01-04,,,
1482,Thierry Correia,2.0,532,593179.0,3361.0,2026-01-04,3.0,18.0,2025.0
1489,Gudelj,3.0,536,689831.0,-666.0,2026-01-04,4.0,18.0,2025.0
1496,Raphinha,4.0,529,180126680.0,54894.0,2026-01-04,4.0,18.0,2025.0
1557,Pau López,1.0,543,1569962.0,-37339.0,2026-01-04,0.0,18.0,2025.0
1561,Bartra,2.0,543,36033954.0,202501.0,2026-01-04,-2.0,18.0,2025.0
1564,Junior Firpo,2.0,543,1355902.0,-28419.0,2026-01-04,0.0,18.0,2025.0
1578,G. Lo Celso,3.0,543,25540233.0,-427620.0,2026-01-04,-1.0,18.0,2025.0
1631,R. Rodríguez,2.0,543,1697703.0,-6026.0,2026-01-04,-4.0,18.0,2025.0
1695,Santi Cazorla,3.0,718,617483.0,2348.0,2026-01-04,,,
1697,Fornals,3.0,543,114862733.0,-209410.0,2026-01-04,-1.0,18.0,2025.0
1700,Iván Martín,3.0,547,2511522.0,-39038.0,2026-01-04,,,
1701,Morlanes,3.0,798,602969.0,2953.0,2026-01-04,,,
1702,Pedraza,2.0,533,1278206.0,-20805.0,2026-01-04,13.0,18.0,2025.0
1703,Ratiu,2.0,728,43806993.0,660421.0,2026-01-04,5.0,18.0,2025.0
1707,Gerard,4.0,533,40011638.0,685157.0,2026-01-04,4.0,18.0,2025.0
1708,Dani Raba,4.0,532,865418.0,-7982.0,2026-01-04,0.0,18.0,2025.0
1825,Torró,3.0,727,857174.0,-7639.0,2026-01-04,4.0,18.0,2025.0
1847,Luiz Felipe,2.0,728,614472.0,2474.0,2026-01-04,4.0,18.0,2025.0
1902,Caleta-Car,2.0,548,817561.0,-5988.0,2026-01-04,,,
1926,Aidoo,2.0,538,572651.0,4216.0,2026-01-04,2.0,18.0,2025.0
2061,Bryan Gil,4.0,547,1679565.0,-34886.0,2026-01-04,,,
2063,André Silva,4.0,797,4449282.0,-118138.0,2026-01-04,,,
2182,Tsygankov,4.0,547,5000713.0,-5501.0,2026-01-04,,,
2207,Camavinga,3.0,541,16461430.0,460938.0,2026-01-04,0.0,18.0,2025.0
2278,Marcos Alonso,2.0,538,21481843.0,299608.0,2026-01-04,5.0,18.0,2025.0
2280,Azpilicueta,2.0,536,967781.0,-12248.0,2026-01-04,,,
2282,Christensen,2.0,529,778787.0,-4373.0,2026-01-04,,,
2285,Rudiger,2.0,541,19076534.0,486500.0,2026-01-04,2.0,18.0,2025.0
2449,Yangel Herrera,3.0,548,661598.0,510.0,2026-01-04,,,
2465,Musso,1.0,530,566021.0,4492.0,2026-01-04,,,
2617,Stuani,4.0,547,582465.0,3807.0,2026-01-04,,,
2741,M. Ryan,1.0,539,1769321.0,-31739.0,2026-01-04,18.0,18.0,2025.0
2762,J. Brekalo,3.0,718,578431.0,3975.0,2026-01-04,,,
2813,Dmitrovic,1.0,540,13894758.0,-38425.0,2026-01-04,3.0,18.0,2025.0
2922,L. Dendoncker,3.0,718,1263445.0,-24567.0,2026-01-04,,,
2924,A. Januzaj,3.0,536,584012.0,3743.0,2026-01-04,4.0,18.0,2025.0
3033,C. Bakambu,4.0,543,583618.0,3759.0,2026-01-04,,,
3246,N. Pépé,4.0,533,25347080.0,-198851.0,2026-01-04,10.0,18.0,2025.0
3608,K. Sibo,3.0,718,575619.0,4092.0,2026-01-04,,,
6009,Julián A.,4.0,530,113254537.0,-381319.0,2026-01-04,,,
6010,L. Beltrán,4.0,532,917162.0,-10138.0,2026-01-04,3.0,18.0,2025.0
6067,Thiago Almada,3.0,530,8272805.0,-186874.0,2026-01-04,,,
6085,Protesoni,3.0,542,571869.0,4249.0,2026-01-04,,,
6233,Tenaglia,2.0,542,16569280.0,-282049.0,2026-01-04,,,
6503,Nahuel,2.0,530,1075348.0,10149.0,2026-01-04,,,
7332,Luka Sucic,3.0,548,610874.0,2623.0,2026-01-04,,,
8492,Sørloth,4.0,530,5978190.0,-32840.0,2026-01-04,,,
8746,Bambo Diaby,2.0,797,565207.0,4526.0,2026-01-04,1.0,18.0,2025.0
9971,Antony,4.0,543,113636100.0,-1273183.0,2026-01-04,-3.0,18.0,2025.0
10009,Rodrygo,4.0,541,25989279.0,1323471.0,2026-01-04,13.0,18.0,2025.0
11346,Dituro,1.0,797,895233.0,-9225.0,2026-01-04,0.0,18.0,2025.0
11379,A. Batalla,1.0,728,14057837.0,-148273.0,2026-01-04,6.0,18.0,2025.0
11421,G. Suazo,2.0,536,3046618.0,-80005.0,2026-01-04,,,
15900,Mumin,2.0,728,566710.0,4464.0,2026-01-04,,,
18740,Jonny Otto,2.0,542,3173129.0,-51972.0,2026-01-04,,,
18794,Kiko Femenía,2.0,546,1153456.0,-19984.0,2026-01-04,5.0,18.0,2025.0
18812,Adrián,1.0,543,566456.0,4474.0,2026-01-04,0.0,18.0,2025.0
18821,G. Diangana,3.0,797,607215.0,2776.0,2026-01-04,2.0,18.0,2025.0
18867,Diego Rico,2.0,546,1422556.0,-31197.0,2026-01-04,1.0,18.0,2025.0
18895,Lejeune,2.0,728,35997254.0,495988.0,2026-01-04,9.0,18.0,2025.0
18906,Ayoze Pérez,4.0,533,26262652.0,-30334.0,2026-01-04,3.0,18.0,2025.0
19172,Nyland,1.0,536,675064.0,-51.0,2026-01-04,0.0,18.0,2025.0
19613,Ovie Ejaria,3.0,718,564816.0,4543.0,2026-01-04,,,
20520,Balliu,2.0,728,575689.0,4090.0,2026-01-04,,,
20696,Pape Gueye,3.0,533,13327009.0,-268114.0,2026-01-04,,,
20817,Koyalipou,4.0,539,585770.0,3670.0,2026-01-04,,,
20844,H. Hassan,4.0,718,1088906.0,-17294.0,2026-01-04,,,
21004,Agoumé,3.0,536,2868109.0,-33961.0,2026-01-04,2.0,18.0,2025.0
21087,B. Mendy,3.0,536,1155431.0,-1269.0,2026-01-04,2.0,18.0,2025.0
21153,B. Santamaría,3.0,532,812106.0,-5761.0,2026-01-04,0.0,18.0,2025.0
21584,Ristić,2.0,538,564238.0,4567.0,2026-01-04,,,
21701,Rosier,2.0,727,3902304.0,5219.0,2026-01-04,3.0,18.0,2025.0
21997,Logan Costa,2.0,533,570541.0,4304.0,2026-01-04,,,
25375,T. Asano,4.0,798,574060.0,4157.0,2026-01-04,,,
26302,Maffeo,2.0,798,2047359.0,-39461.0,2026-01-04,,,
26315,Nico González,3.0,530,14548523.0,-374204.0,2026-01-04,,,
30399,D. Hancko,2.0,530,30736713.0,-190200.0,2026-01-04,,,
30510,Berenguer,4.0,531,27577485.0,194452.0,2026-01-04,0.0,18.0,2025.0
30543,G. Raspadori,4.0,530,672789.0,44.0,2026-01-04,,,
30765,I. Radu,1.0,538,10739326.0,123503.0,2026-01-04,7.0,18.0,2025.0
30924,Kumbulla,2.0,798,579971.0,3911.0,2026-01-04,,,
30927,S. Colombatto,3.0,718,597497.0,3181.0,2026-01-04,,,
31406,Sadiq,4.0,548,597190.0,3194.0,2026-01-04,,,
32862,Take Kubo,3.0,548,22176631.0,253409.0,2026-01-04,,,
37938,Becker,4.0,727,592351.0,3395.0,2026-01-04,0.0,18.0,2025.0
38699,L. Ilić,3.0,718,576835.0,4042.0,2026-01-04,,,
39121,Ejuke,4.0,536,685369.0,-480.0,2026-01-04,,,
41157,Almeida,3.0,532,952817.0,-8770.0,2026-01-04,2.0,18.0,2025.0
41208,Fábio Cardoso,2.0,536,594396.0,3310.0,2026-01-04,0.0,18.0,2025.0
41412,Maras,2.0,542,567150.0,4445.0,2026-01-04,,,
41552,Pathé Ciss,3.0,728,3611161.0,-86368.0,2026-01-04,,,
41970,David Carmo,2.0,718,1223718.0,-22912.0,2026-01-04,,,
41976,Neyou,3.0,546,601517.0,3013.0,2026-01-04,0.0,18.0,2025.0
42642,Moldovan,1.0,718,568989.0,4369.0,2026-01-04,,,
46646,S. Herrera,1.0,727,15058363.0,-91818.0,2026-01-04,7.0,18.0,2025.0
46657,Nacho Vidal,2.0,718,591338.0,3437.0,2026-01-04,,,
46658,Rubén García,3.0,727,7271123.0,36669.0,2026-01-04,11.0,18.0,2025.0
46662,Moncayola,3.0,727,5896624.0,-409.0,2026-01-04,5.0,18.0,2025.0
46667,Kike Barja,4.0,727,567257.0,4441.0,2026-01-04,1.0,18.0,2025.0
46673,Aarón Escandell,1.0,718,28231720.0,-271119.0,2026-01-04,,,
46711,Aleix Febas,3.0,797,11529731.0,-39299.0,2026-01-04,7.0,18.0,2025.0
46733,Raíllo,2.0,798,7328074.0,47357.0,2026-01-04,,,
46738,Valjent,2.0,798,3477874.0,-56629.0,2026-01-04,,,
46742,Dani R.,3.0,798,567659.0,0.0,2026-01-04,,,
46746,Budimir,4.0,727,18256762.0,176206.0,2026-01-04,2.0,18.0,2025.0
46751,Abdón,4.0,798,568178.0,4402.0,2026-01-04,,,
46759,Espino,2.0,728,570713.0,4297.0,2026-01-04,1.0,18.0,2025.0
46790,Víctor García,2.0,539,568211.0,4401.0,2026-01-04,,,
46795,Domingos Duarte,2.0,546,1741534.0,-39119.0,2026-01-04,2.0,18.0,2025.0
46799,Edu Expósito,3.0,540,66516108.0,418351.0,2026-01-04,8.0,18.0,2025.0
46813,Abqar,2.0,546,993205.0,-13307.0,2026-01-04,,,
46860,Javi Muñoz,3.0,546,580324.0,3896.0,2026-01-04,5.0,18.0,2025.0
46887,Pedro Díaz,3.0,728,600553.0,3054.0,2026-01-04,1.0,18.0,2025.0
46933,Rioja,3.0,532,11063202.0,-211445.0,2026-01-04,0.0,18.0,2025.0
46941,Unai Elgezabal,2.0,539,572263.0,4232.0,2026-01-04,,,
46966,Dani Calvo,2.0,718,585902.0,3664.0,2026-01-04,,,
46967,Juan Cruz,2.0,727,648194.0,1068.0,2026-01-04,0.0,18.0,2025.0
46973,Josan,3.0,797,570074.0,4324.0,2026-01-04,2.0,18.0,2025.0
46987,Raúl Fernández,1.0,542,564791.0,4544.0,2026-01-04,,,
46990,Valles,1.0,543,3315785.0,-7263.0,2026-01-04,-2.0,18.0,2025.0
47007,De Galarreta,3.0,531,8709981.0,-175812.0,2026-01-04,4.0,18.0,2025.0
47013,Rafa Mir,4.0,797,16011089.0,-122047.0,2026-01-04,2.0,18.0,2025.0
47085,Luis Milla,3.0,546,114905976.0,474623.0,2026-01-04,11.0,18.0,2025.0
47109,Ó. Valentín,3.0,728,971710.0,-6924.0,2026-01-04,3.0,18.0,2025.0
47119,Aitor Ruibal,2.0,543,875912.0,9933.0,2026-01-04,4.0,18.0,2025.0
47153,Juan Carlos,1.0,547,569198.0,4360.0,2026-01-04,,,
47181,Toni Martínez,4.0,542,1237181.0,-23473.0,2026-01-04,,,
47225,Brugui,3.0,539,598837.0,3125.0,2026-01-04,,,
47247,David Soria,1.0,546,8984574.0,-138910.0,2026-01-04,5.0,18.0,2025.0
47249,L. Cabrera,2.0,540,18478654.0,257221.0,2026-01-04,4.0,18.0,2025.0
47250,Djené,2.0,546,4512202.0,-110782.0,2026-01-04,3.0,18.0,2025.0
47251,Foulquier,2.0,532,825042.0,-6300.0,2026-01-04,1.0,18.0,2025.0
47256,Miguel Rubio,2.0,540,579827.0,3917.0,2026-01-04,0.0,18.0,2025.0
47258,Arambarri,3.0,546,18800381.0,156537.0,2026-01-04,9.0,18.0,2025.0
47264,Hugo Duro,4.0,532,5484843.0,-23326.0,2026-01-04,-1.0,18.0,2025.0
47269,Remiro,1.0,548,6334246.0,-102578.0,2026-01-04,,,
47270,Unai Simón,1.0,531,14379532.0,-209944.0,2026-01-04,5.0,18.0,2025.0
47273,Yuri,2.0,531,11868141.0,-304786.0,2026-01-04,,,
47276,Lekue,2.0,531,576188.0,4069.0,2026-01-04,0.0,18.0,2025.0
47278,Vivian,2.0,531,18571579.0,-294514.0,2026-01-04,3.0,18.0,2025.0
47285,Unai López,3.0,728,5144416.0,3377.0,2026-01-04,10.0,18.0,2025.0
47291,Guruzeta,4.0,531,1504478.0,-21201.0,2026-01-04,9.0,18.0,2025.0
47294,Iñaki Williams,4.0,531,10123753.0,-11309.0,2026-01-04,3.0,18.0,2025.0
47298,Aritz,2.0,548,570780.0,4294.0,2026-01-04,,,
47299,Gorosabel,2.0,531,591404.0,3435.0,2026-01-04,2.0,18.0,2025.0
47301,Le Normand,2.0,530,13092330.0,-164220.0,2026-01-04,,,
47302,Diego Llorente,2.0,543,608942.0,2704.0,2026-01-04,0.0,18.0,2025.0
47303,Aihen,2.0,548,574529.0,4138.0,2026-01-04,,,
47309,Guevara,3.0,542,574861.0,4124.0,2026-01-04,,,
47314,Zubeldia,2.0,548,3561175.0,-64917.0,2026-01-04,,,
47317,Barrenetxea,3.0,548,42153790.0,-329778.0,2026-01-04,,,
47320,Juanmi,4.0,546,614070.0,2490.0,2026-01-04,1.0,18.0,2025.0
47323,Oyarzabal,4.0,548,62831745.0,1410335.0,2026-01-04,,,
47329,Pedrosa,2.0,797,569904.0,4331.0,2026-01-04,0.0,18.0,2025.0
47334,David López,2.0,547,595012.0,3284.0,2026-01-04,,,
47336,Darder,3.0,798,11200191.0,-38299.0,2026-01-04,,,
47341,Marc Roca,3.0,543,1193366.0,17127.0,2026-01-04,-1.0,18.0,2025.0
47348,Borja Iglesias,4.0,538,13980822.0,242180.0,2026-01-04,18.0,18.0,2025.0
47349,Javi Puado,3.0,540,5096292.0,84134.0,2026-01-04,0.0,18.0,2025.0
47353,Sivera,1.0,542,4156385.0,-73178.0,2026-01-04,,,
47378,Bigas,2.0,797,3419626.0,-30615.0,2026-01-04,1.0,18.0,2025.0
47389,Jordán,3.0,536,571181.0,4277.0,2026-01-04,0.0,18.0,2025.0
47396,Kike García,4.0,540,716214.0,-1766.0,2026-01-04,0.0,18.0,2025.0
47398,Pere Milla,4.0,540,21042960.0,173020.0,2026-01-04,4.0,18.0,2025.0
47399,Cuéllar,1.0,798,565802.0,4501.0,2026-01-04,,,
47400,Lunin,1.0,541,580182.0,3902.0,2026-01-04,0.0,18.0,2025.0
47407,A. Nyom,2.0,546,564047.0,4575.0,2026-01-04,0.0,18.0,2025.0
47414,Gumbau,3.0,728,571371.0,4269.0,2026-01-04,1.0,18.0,2025.0
47418,Vesga,3.0,531,569844.0,4333.0,2026-01-04,0.0,18.0,2025.0
47427,Iván Villar,1.0,538,567405.0,4435.0,2026-01-04,0.0,18.0,2025.0
47429,David Costas,2.0,718,693602.0,-824.0,2026-01-04,,,
47435,Fran Beltrán,3.0,538,587428.0,3600.0,2026-01-04,0.0,18.0,2025.0
47440,Brais Méndez,3.0,548,27592117.0,-327305.0,2026-01-04,,,
47445,Aspas,4.0,538,4571217.0,-55368.0,2026-01-04,6.0,18.0,2025.0
47448,Aitor Fdez.,1.0,727,568449.0,4391.0,2026-01-04,0.0,18.0,2025.0
47463,Pepelu,3.0,532,2474159.0,-12071.0,2026-01-04,8.0,18.0,2025.0
47467,José Luis Morales,4.0,539,633423.0,1684.0,2026-01-04,8.0,18.0,2025.0
47472,Borja Mayoral,4.0,546,4617067.0,-123030.0,2026-01-04,,,
47478,Fernando Calero,2.0,540,2373048.0,58334.0,2026-01-04,2.0,18.0,2025.0
47520,Portu,4.0,547,572225.0,4234.0,2026-01-04,,,
47527,Dimitrievski,1.0,532,584302.0,3731.0,2026-01-04,,,
47533,Catena,2.0,727,60252707.0,-40985.0,2026-01-04,3.0,18.0,2025.0
47541,Comesaña,3.0,533,36421051.0,384020.0,2026-01-04,0.0,18.0,2025.0
47543,Álvaro García,3.0,728,18941117.0,-261706.0,2026-01-04,2.0,18.0,2025.0
47547,Álex Moreno,2.0,547,885163.0,-8805.0,2026-01-04,,,
47557,Trejo,3.0,728,578312.0,3980.0,2026-01-04,0.0,18.0,2025.0
47566,Javi Galán,2.0,727,669435.0,18310.0,2026-01-04,10.0,18.0,2025.0
47574,Moi Gómez,3.0,727,1068594.0,-16448.0,2026-01-04,1.0,18.0,2025.0
47579,Chimy Ávila,4.0,543,577624.0,4009.0,2026-01-04,0.0,18.0,2025.0
47582,Cucho,4.0,543,102820204.0,206957.0,2026-01-04,3.0,18.0,2025.0
47988,Starfelt,2.0,538,2502562.0,57685.0,2026-01-04,,,
48372,E. Cömert,2.0,532,568710.0,4380.0,2026-01-04,,,
48465,Filip Ugrinic,3.0,532,596258.0,3232.0,2026-01-04,,,
48471,R. Vargas,4.0,536,20693961.0,-457707.0,2026-01-04,,,
48555,Charles Pickel,3.0,540,577090.0,4031.0,2026-01-04,,,
50048,Muriqi,4.0,798,28756321.0,145548.0,2026-01-04,,,
51016,T. Buchanan,3.0,533,19757292.0,-399469.0,2026-01-04,,,
51530,F. Viñas,4.0,718,612554.0,2553.0,2026-01-04,,,
57446,Akor Adams,4.0,536,866384.0,-8023.0,2026-01-04,,,
61774,Oskarsson,4.0,548,601558.0,3012.0,2026-01-04,,,
64268,Mojica,2.0,798,11110734.0,-170963.0,2026-01-04,,,
64309,Manu Sánchez,2.0,539,888626.0,-8949.0,2026-01-04,,,
66491,Letacek,1.0,546,565401.0,4518.0,2026-01-04,0.0,18.0,2025.0
67939,Aimar Oroz,3.0,727,5588424.0,21574.0,2026-01-04,2.0,18.0,2025.0
67972,Gallagher,3.0,530,1158021.0,-12397.0,2026-01-04,,,
70476,M. Diarra,2.0,542,566647.0,4466.0,2026-01-04,,,
70500,Sergi Cardona,2.0,533,9388761.0,-140758.0,2026-01-04,6.0,18.0,2025.0
84086,Robert Navarro,3.0,531,889918.0,-9003.0,2026-01-04,8.0,18.0,2025.0
91745,Alemão,4.0,728,648927.0,1038.0,2026-01-04,,,
101814,Araújo,2.0,529,4760463.0,-83013.0,2026-01-04,,,
104821,Guridi,3.0,542,590760.0,3462.0,2026-01-04,,,
104832,Diego Pampín,2.0,539,564816.0,4543.0,2026-01-04,6.0,18.0,2025.0
104949,Pablo Martínez,3.0,539,609515.0,2680.0,2026-01-04,6.0,18.0,2025.0
106727,Oriol Rey,3.0,539,579834.0,3917.0,2026-01-04,0.0,18.0,2025.0
107140,Oier Luengo,2.0,718,565821.0,4501.0,2026-01-04,,,
107194,Antonio S.,3.0,798,568922.0,4372.0,2026-01-04,,,
108519,Mateu Morey,2.0,798,580190.0,3902.0,2026-01-04,,,
119213,Alfon González,4.0,536,754612.0,-3366.0,2026-01-04,,,
119742,Juan Iglesias,2.0,546,1072522.0,-16612.0,2026-01-04,1.0,18.0,2025.0
122657,Nteka,4.0,728,569483.0,4348.0,2026-01-04,0.0,18.0,2025.0
122734,Ferran Jutglà,4.0,538,1319506.0,-26903.0,2026-01-04,0.0,18.0,2025.0
122956,Conde,1.0,533,585890.0,3664.0,2026-01-04,,,
125239,Kevin Arriaga,3.0,539,699188.0,-1056.0,2026-01-04,13.0,18.0,2025.0
126640,Affengruber,2.0,797,20685672.0,-155307.0,2026-01-04,3.0,18.0,2025.0
127426,Pol Lozano,3.0,540,748839.0,-3125.0,2026-01-04,2.0,18.0,2025.0
128398,Sancet,3.0,531,14181857.0,-115090.0,2026-01-04,4.0,18.0,2025.0
128582,De Frutos,4.0,728,24350725.0,381172.0,2026-01-04,9.0,18.0,2025.0
128951,Víctor Parada,2.0,542,567969.0,4411.0,2026-01-04,,,
128985,Iker Losada,3.0,539,571433.0,4267.0,2026-01-04,10.0,18.0,2025.0
129678,A. Ounahi,3.0,547,8617428.0,-7338.0,2026-01-04,,,
129718,Bellingham,3.0,541,136469265.0,-457252.0,2026-01-04,3.0,18.0,2025.0
131546,Isi,4.0,728,8972685.0,-22577.0,2026-01-04,7.0,18.0,2025.0
131548,Lucas Ahijado,2.0,718,569549.0,4345.0,2026-01-04,,,
133110,Nianzou,2.0,536,568067.0,4407.0,2026-01-04,,,
133185,Johnny Cardoso,3.0,530,1719484.0,-35296.0,2026-01-04,,,
133609,Pedri,3.0,529,159396642.0,2254877.0,2026-01-04,2.0,18.0,2025.0
136117,Riquelme,3.0,543,3017507.0,-65859.0,2026-01-04,1.0,18.0,2025.0
138776,L. Ramazani,4.0,532,653128.0,863.0,2026-01-04,-1.0,18.0,2025.0
139001,Ibáñez,3.0,542,1061007.0,-16132.0,2026-01-04,,,
146751,Raúl,4.0,727,582947.0,3787.0,2026-01-04,2.0,18.0,2025.0
152955,L. Bergström,1.0,798,591174.0,3444.0,2026-01-04,,,
156488,Cárdenas,1.0,728,564899.0,4539.0,2026-01-04,0.0,18.0,2025.0
157146,L. Pétrot,2.0,797,567400.0,4435.0,2026-01-04,0.0,18.0,2025.0
157988,Carreira,2.0,538,1472912.0,-6547.0,2026-01-04,3.0,18.0,2025.0
161670,V. Vanat,4.0,547,2381225.0,-50222.0,2026-01-04,,,
161928,Álex Balde,2.0,529,41501224.0,399071.0,2026-01-04,9.0,18.0,2025.0
161963,Germán Valera,4.0,797,38296509.0,639635.0,2026-01-04,3.0,18.0,2025.0
162012,Ruggeri,2.0,530,3526602.0,-16000.0,2026-01-04,,,
162058,Víctor Chust,2.0,797,580677.0,3882.0,2026-01-04,2.0,18.0,2025.0
162123,I. Moriba,3.0,538,1211322.0,-22395.0,2026-01-04,4.0,18.0,2025.0
162126,Peque,4.0,536,577755.0,4003.0,2026-01-04,2.0,18.0,2025.0
162127,Diego López,4.0,532,4551291.0,-94370.0,2026-01-04,0.0,18.0,2025.0
162175,Jesús Vázquez,2.0,532,617866.0,2332.0,2026-01-04,1.0,18.0,2025.0
162434,Alejandro Francés,2.0,547,568912.0,4372.0,2026-01-04,,,
162473,Arnau Tenas,1.0,533,624073.0,2074.0,2026-01-04,0.0,18.0,2025.0
162585,Pol Tristán,1.0,540,563327.0,4605.0,2026-01-04,,,
162686,Blanco,3.0,542,3100846.0,-45240.0,2026-01-04,,,
162712,Mingueza,2.0,538,5171547.0,-66252.0,2026-01-04,4.0,18.0,2025.0
162931,Fran Pérez,3.0,728,618538.0,2304.0,2026-01-04,0.0,18.0,2025.0
179139,Leo Román,1.0,798,2091943.0,-24693.0,2026-01-04,,,
179955,Javi Rueda,2.0,538,3945353.0,20691.0,2026-01-04,0.0,18.0,2025.0
180496,G. Mikautadze,4.0,533,11608911.0,-102205.0,2026-01-04,15.0,18.0,2025.0
181259,Abel Bretones,3.0,727,970658.0,-12367.0,2026-01-04,,,
